2018,03,26,0,132769623,138,340,730,52418.67496967316
2018,03,26,3,132772130,137,339,724,52584.149670124054
2018,03,26,4,132803219,137,339,728,52622.68484735489
2018,03,26,7,132837741,137,338,742,52693.86878967285
2018,03,26,10,132899452,137,338,753,52816.27646255493
2018,03,26,13,133013650,139,340,743,53182.05748319626
2018,03,26,17,133135140,139,342,752,54169.38847017288
2018,03,26,19,133188611,139,343,743,54646.99548339844
2018,03,26,21,133249113,139,343,741,55202.432482242584
2018,03,26,23,133314412,140,342,760,55085.190677165985
2018,03,27,1,133333042,141,343,733,55611.49753713608
2018,03,27,3,133303640,140,342,725,56086.98611164093
2018,03,27,7,133315903,140,342,736,57011.93321561813
2018,03,27,9,133353172,140,342,728,57339.65174627304
2018,03,27,11,133388065,140,343,723,57447.454833984375
2018,03,27,13,133425662,140,343,722,57563.59753894806
2018,03,27,14,133463170,140,344,762,57633.72133255005
2018,03,27,15,133492308,140,343,759,57690.02117109299
2018,03,27,17,133559454,140,342,721,57763.39894294739
2018,03,27,19,133741479,139,342,683,57876.21590232849
2018,03,27,23,134057642,140,339,674,58019.73268508911
2018,03,28,0,134094752,143,350,749,58054.957134246826
2018,03,28,2,134116357,143,347,716,58127.27440261841
2018,03,28,3,134115583,143,345,728,58174.7856297493
2018,03,28,4,134146705,143,343,730,58217.54082489014
2018,03,28,8,134275804,143,343,714,58276.14882516861
2018,03,28,9,134316725,144,343,714,58326.94658088684
2018,03,28,10,134362958,144,343,732,58374.86168909073
2018,03,28,12,134455780,144,343,726,58439.10408592224
2018,03,28,14,134461886,144,344,732,58450.28210401535
2018,03,28,16,135498254,145,344,742,58154.198405742645
2018,03,28,19,134713185,144,344,758,58138.49522447586
2018,03,28,20,134530889,143,343,709,58161.50417947769
2018,03,29,0,135229311,145,347,763,58399.73602104187
2018,03,29,3,135943135,146,347,759,58610.045347213745
2018,03,29,4,136115414,146,347,762,58678.96418046951
2018,03,29,6,136433846,146,347,762,58787.94378423691
2018,03,29,7,136576235,146,347,776,58862.69514274597
2018,03,29,10,136975579,146,348,756,59362.42501974106
2018,03,29,13,137181197,146,348,778,59564.99192428589
2018,03,29,14,137252458,146,348,766,59611.872087955475
2018,03,29,18,137511609,149,350,766,60252.758934020996
2018,03,29,20,137640584,150,352,822,62073.61896657944
2018,03,29,22,137421578,148,350,766,62730.62453317642
2018,03,30,1,138002460,150,354,775,63950.70020151138
2018,03,30,3,138140822,151,354,792,64486.53886461258
2018,03,30,5,139259833,150,352,793,63386.334616184235
2018,03,30,6,139533577,150,353,790,63558.214235305786
2018,03,30,7,139649592,150,352,778,63937.495294094086
2018,03,30,11,140069744,150,352,773,65389.623770713806
2018,03,30,15,140947844,150,353,815,66067.38396453857
2018,03,30,18,141857317,151,353,737,68386.39976358414
2018,03,30,19,141929786,150,352,736,69030.82595682144
2018,03,30,21,142062038,150,352,735,69885.02620124817
2018,03,30,22,142136471,150,352,735,69893.81987285614
2018,03,30,23,142201847,150,352,729,70210.57000303268
2018,03,31,1,142324337,149,352,727,70573.05275678635
2018,03,31,2,142387249,149,350,725,70677.18650579453
2018,03,31,5,142573141,149,350,725,70796.65395116806
2018,03,31,6,142639045,149,350,725,70829.80388212204
2018,03,31,8,142805787,149,350,725,70898.03466320038
2018,03,31,9,142867184,149,350,725,70931.4569015503
2018,03,31,11,142992068,149,350,725,70970.99177789688
2018,03,31,12,143055199,149,350,725,71038.99827289581
2018,03,31,15,143243339,149,349,724,71385.35678100586
2018,03,31,16,143305390,149,349,724,71538.6443362236
2018,03,31,17,143368325,149,349,724,71800.45569896698
2018,03,31,21,143620655,148,348,723,72583.59955739975
2018,03,31,23,143739851,148,348,723,72750.78628396988
2018,04,01,1,146949843,149,355,827,73451.27071714401
2018,04,01,3,147263633,149,354,811,73858.86170339584
2018,04,01,5,147386937,149,354,821,74194.84157276154
2018,04,01,8,147576364,149,354,823,74454.07632732391
2018,04,01,9,147638317,149,354,811,74111.09895181656
2018,04,01,11,147763498,149,354,815,74359.67556715012
2018,04,01,13,147890911,149,354,797,74568.49133443832
2018,04,01,15,148014546,149,354,805,74823.48098373413
2018,04,01,17,148133679,149,354,821,72888.04894256592
2018,04,01,21,148382922,149,354,806,72741.54758358002
2018,04,02,0,148569599,149,354,811,73253.79694795609
2018,04,02,3,148755703,150,354,820,73959.52415513992
2018,04,02,4,148808514,150,354,807,75671.85967254639
2018,04,02,6,148939566,150,354,831,75956.96422958374
2018,04,02,9,149126694,151,354,838,76373.80565071106
2018,04,02,10,149189320,151,353,831,76508.71643257141
2018,04,02,9,149126694,151,354,838,76373.80565071106
2018,04,02,10,149189320,151,353,831,76508.71643257141
2018,04,02,14,149439742,151,353,820,74939.59568071365
2018,04,02,16,149565905,151,354,815,73620.19564580917
2018,04,02,19,149947055,151,354,785,76819.0313205719
2018,04,02,20,150302121,151,354,785,76781.64309501648
2018,04,02,23,151340050,151,353,784,78442.75967788696
