6,13,120,354,797,74437.40531921387
6,14,98,279,642,54298.838523864746
6,15,120,354,805,74692.23122406006
6,16,98,279,646,54523.115661621094
6,17,120,354,821,72756.63651275635
6,18,98,279,646,51881.01707458496
6,19,98,279,640,52050.4623336792
6,20,98,279,648,52166.94773101807
6,21,120,354,806,72609.80240631104
6,22,98,279,642,52451.22539520264
6,23,98,279,654,52592.79397583008
7,0,120,354,811,73121.80183410645
7,1,98,279,654,53109.55268859863
7,2,106,298,706,54172.970779418945
7,3,120,354,820,73827.28063201904
7,4,121,354,807,75539.53754425049
7,5,99,279,638,55386.145988464355
7,6,121,354,831,75824.47212219238
7,7,99,279,660,55635.5791015625
7,8,99,278,679,55780.385665893555
7,9,121,354,838,76241.06469726562
7,10,121,353,831,76375.8918762207
7,11,99,278,661,56205.118309020996
7,12,99,278,672,56321.217361450195
7,13,99,278,662,53842.81547546387
7,14,121,353,820,74806.43951416016
7,15,99,278,659,53924.750328063965
7,16,121,354,815,73486.87097930908
7,17,113,336,736,74002.61081695557
7,18,99,279,627,53394.03485870361
7,19,121,354,785,76685.36508178711
7,20,121,354,785,76647.75462341309
7,21,99,279,627,53718.43928527832
7,22,99,279,627,53698.62355041504
7,23,121,353,784,78308.21508026123
8,0,123,354,824,78616.88014984131
8,1,100,279,669,54594.61421966553
8,2,100,280,666,54615.454193115234
8,3,100,280,662,54686.342041015625
8,4,123,355,843,79577.91124725342
8,5,115,338,777,79055.32039642334
8,6,101,281,679,54803.36806488037
8,7,124,356,832,80248.20803833008
8,8,101,281,675,54891.733070373535
8,9,101,281,671,54916.180114746094
8,10,125,357,836,80927.14673614502
8,11,101,281,677,54984.47343444824
8,12,102,282,668,55014.8590927124
8,13,126,357,849,81533.57411193848
8,14,126,358,844,81769.7227935791
8,15,102,284,678,55096.43363189697
8,16,102,283,681,55087.88636779785
8,17,127,361,836,82409.18243408203
8,18,127,362,832,82110.79634857178
8,19,102,286,671,55242.082191467285
8,20,127,364,827,79495.67658996582
8,21,102,286,657,54984.111740112305
8,22,127,364,819,80488.64165496826
8,23,103,286,657,55048.0315322876
9,0,104,286,668,55033.30667114258
9,1,128,364,827,81978.64492034912
9,2,128,364,827,82558.349609375
9,3,104,286,663,55170.211265563965
9,4,104,286,663,55198.81909942627
9,5,128,363,826,84162.57815551758
9,6,128,363,826,84663.6983795166
9,7,128,363,826,85200.66152191162
9,8,104,286,663,55379.430603027344
9,9,104,288,666,55402.816146850586
9,10,104,287,664,55434.560470581055
9,11,128,365,829,86838.59005737305
9,12,128,365,829,87213.5630493164
9,13,104,287,666,55538.44499206543
9,14,104,287,667,55629.18032836914
9,15,129,368,836,88676.0915145874
9,16,105,289,669,55782.65458679199
9,17,105,291,675,55918.6696472168
9,18,105,290,671,54576.084297180176
9,19,129,368,832,89292.35291290283
9,20,105,290,673,55204.30711364746
9,21,128,368,839,91157.13077545166
9,22,128,368,839,91315.70754241943
9,23,120,349,789,90753.9087677002
10,0,107,290,676,55930.87303161621
10,1,132,370,847,91945.04042053223
10,2,107,290,687,56136.32299041748
10,3,132,370,857,92502.05749511719
10,4,107,291,688,56220.25540924072
10,5,132,371,859,92930.96369171143
10,6,123,352,804,92342.59228515625
10,7,132,372,859,93365.80535888672
10,8,132,372,860,93558.23808288574
10,9,107,292,689,56406.36998748779
10,10,107,292,688,56437.299224853516
10,11,132,372,861,93684.22905731201
10,12,107,292,690,56512.07167816162
10,13,107,292,691,56555.95439910889
10,14,107,292,692,56573.828941345215
10,15,133,372,864,93645.2587890625
10,16,134,374,868,90346.23542022705
10,17,135,375,869,90256.97413635254
10,18,117,315,743,53852.37284851074
10,19,108,295,694,53183.902099609375
10,20,107,294,704,53247.82280731201
10,21,134,373,806,90435.86610412598
10,22,106,291,635,53292.972412109375
10,23,106,291,635,54363.97043609619
11,0,135,378,843,93046.57637023926
11,1,106,295,660,54894.549377441406
11,2,134,378,846,93916.29106903076
11,3,135,378,845,93949.1650466919
11,4,135,377,844,94524.40839385986
11,5,107,294,670,55338.928718566895
11,6,107,294,669,55419.34959411621
11,7,107,294,669,55526.475257873535
11,8,135,377,843,96378.46978759766
11,9,135,378,846,96781.35502624512
11,10,135,378,846,97230.53796386719
11,11,107,295,672,55773.58216094971
11,12,135,378,846,98099.51344299316
11,13,107,295,672,55907.25159454346
11,14,135,378,846,99114.40204620361
11,15,107,295,673,55969.09329223633
11,16,134,379,851,99324.54945373535
11,17,107,296,677,54359.1618347168
11,18,107,297,680,54636.09088897705
11,19,134,381,856,95171.84758758545
11,20,134,381,855,91453.4965057373
11,21,107,298,684,56165.1584854126
11,22,107,295,656,56600.658142089844
11,23,134,377,847,87990.49961090088
12,0,133,376,835,88508.50638580322
12,1,107,295,663,56901.41580200195
12,2,106,294,664,56984.6489944458
12,3,106,294,662,57013.31546020508
12,4,132,374,833,89187.97648620605
12,5,106,294,662,57151.52615356445
12,6,106,294,663,57195.035415649414
12,7,132,374,845,89406.8064956665
12,8,132,374,834,89469.1545791626
12,9,106,294,663,57383.1861038208
12,10,133,375,835,89555.61323547363
12,11,106,294,663,57469.86486816406
12,12,133,375,835,89652.24018859863
12,13,133,375,835,89886.35050964355
12,14,132,375,835,90239.25314331055
12,15,106,294,662,58439.89629364014
12,16,106,294,662,58771.288650512695
12,17,133,375,835,91292.08097839355
12,18,132,374,834,91487.97053527832
12,19,106,294,661,59204.72856140137
12,20,133,376,841,91613.76615142822
12,21,106,296,663,59357.073959350586
12,22,133,377,839,91729.89171600342
12,23,106,296,663,59432.139503479004
13,0,133,377,840,91782.75907897949
13,1,106,296,664,59486.608879089355
13,2,106,296,664,59515.31120300293
13,3,133,377,838,91895.59390258789
13,4,133,377,839,91978.1121673584
13,5,106,296,663,59640.384353637695
13,6,106,296,664,59802.21395111084
13,7,133,377,841,92197.50638580322
13,8,106,296,664,59840.990394592285
13,9,133,377,840,92261.6862411499
13,10,133,377,841,92277.98487091064
13,11,133,377,841,92263.72846221924
13,12,106,296,664,59955.34647369385
13,13,133,377,841,92288.90124511719
13,14,106,296,663,59965.321128845215
13,15,106,296,662,60020.02625274658
13,16,106,296,664,60096.01735687256
13,17,133,377,840,92463.78691864014
13,18,106,296,664,60140.966873168945
13,19,133,377,841,92504.42114257812
13,20,106,296,663,60184.1713180542
13,21,133,377,841,92543.51137542725
13,22,106,296,664,60234.37822723389
13,23,133,377,841,92560.58893585205
14,0,133,377,842,92590.30289459229
14,1,133,377,841,92639.42929077148
14,2,106,296,664,60326.12693786621
14,3,133,377,842,92711.81385803223
14,4,106,296,664,60417.997901916504
14,5,133,377,842,92769.32725524902
14,6,106,296,664,60461.987075805664
14,7,133,377,841,92827.79183959961
14,8,106,296,663,60524.61577606201
14,9,133,377,842,92889.55758666992
14,10,122,356,781,92293.11448669434
14,11,133,377,844,92963.00452423096
14,12,106,296,665,60624.56175994873
14,13,133,379,846,93088.92669677734
14,14,106,296,664,60857.283142089844
14,15,133,380,847,91582.61443328857
14,16,106,296,665,62232.04496002197
14,17,133,380,848,93441.80173492432
14,18,106,295,663,62789.686698913574
14,19,135,380,843,94008.09303283691
14,20,134,379,842,94279.4679031372
14,21,106,295,661,63016.41694641113
14,22,106,295,660,63004.565826416016
14,23,134,379,841,95306.3676071167
15,0,134,384,878,95437.30224609375
15,1,134,384,878,95510.99445343018
15,2,134,384,877,95550.26915740967
15,3,117,323,753,63848.16667175293
15,4,106,298,692,63438.48043823242
15,5,134,385,878,95941.66680908203
15,6,135,385,878,96013.7658996582
15,7,107,298,695,63642.12225341797
15,8,135,385,880,96282.38907623291
15,9,106,299,696,63760.04383087158
15,10,106,298,697,63798.3782043457
15,11,106,298,697,63853.781593322754
15,12,134,386,880,100544.09390258789
15,13,106,299,697,62484.37515258789
15,14,106,300,698,61144.80757904053
15,15,134,387,883,98127.73919677734
15,16,134,387,886,98229.1798324585
15,17,107,301,714,59527.75721740723
15,18,135,387,899,98439.33235168457
15,19,108,298,711,59576.32299041748
15,20,136,384,896,98519.2709274292
15,21,108,298,711,59699.19750213623
15,22,136,384,896,98658.69998931885
15,23,108,298,711,59783.339096069336
16,0,108,304,724,59822.63042449951
16,1,108,304,724,59853.6764755249
16,2,137,390,910,98864.32794952393
16,3,109,302,722,59983.496154785156
16,4,138,390,910,99090.413230896
16,5,138,390,912,99138.83227539062
16,6,138,390,912,99174.05834960938
16,7,109,303,723,60289.32809448242
16,8,139,393,914,99281.88018798828
16,9,110,305,724,60366.16767883301
16,10,140,394,913,99351.53017425537
16,11,140,393,910,99240.63107299805
16,12,140,394,915,99392.3655166626
16,13,111,304,722,60496.08787536621
16,14,141,395,914,99485.7354812622
16,15,111,305,723,60558.182220458984
16,16,141,395,915,99569.9002532959
16,17,111,306,728,60722.41951751709
16,18,131,355,824,88066.39406585693
16,19,141,396,913,99722.36251068115
16,20,141,396,913,99980.29204559326
16,21,141,396,913,100317.18235015869
16,22,141,395,911,100534.22943878174
16,23,141,395,911,100591.6774597168
17,0,142,400,973,100615.27558898926
17,1,142,400,973,100690.86808776855
17,2,142,401,978,100738.40843963623
17,3,143,401,976,100740.40837097168
17,4,143,401,978,100796.64012145996
17,5,143,401,948,100813.08197021484
17,6,143,401,948,100849.37297821045
17,7,143,401,949,100830.60067749023
17,8,144,401,950,100896.48210906982
17,9,144,401,959,100927.33015441895
17,10,144,401,957,100986.6118927002
17,11,145,401,958,101049.48664093018
17,12,145,401,958,100794.12678527832
17,13,145,401,959,100134.05339813232
17,14,145,401,958,101243.1247177124
17,15,143,400,958,102805.41999053955
17,16,145,395,954,103690.11894989014
17,17,145,396,956,104243.27665710449
17,18,146,396,955,104344.1847000122
17,19,146,395,952,104446.03193664551
17,20,146,395,952,104524.99950408936
17,21,146,395,952,104656.68095397949
17,22,145,394,951,104964.28351593018
17,23,145,394,951,105093.20709228516
18,0,146,397,962,105420.8171005249
18,1,146,397,962,105289.80904388428
18,2,146,397,962,106264.40393066406
18,3,146,397,962,106356.31747436523
18,4,146,397,961,106385.38874053955
18,5,146,398,963,106494.85585784912
18,6,146,398,964,106884.8794631958
18,7,146,398,964,107479.3929977417
18,8,146,398,965,107897.89836120605
18,9,146,398,965,108251.11473846436
18,10,146,398,966,108611.5738067627
18,11,146,399,969,108777.94491577148
18,12,146,400,970,108832.63105010986
18,13,146,400,970,108905.81755065918
18,14,146,400,967,108960.38873291016
18,15,146,400,967,109005.83967590332
18,16,145,400,966,108980.99488830566
18,17,145,399,963,109006.65076446533
18,18,145,399,963,109071.21212005615
18,19,145,397,961,109082.21714019775
18,20,145,397,961,106148.30685424805
18,21,145,397,961,105212.64799499512
18,22,145,397,961,105174.4045791626
18,23,145,397,961,105141.87586212158
19,0,145,401,973,105167.89772033691
19,1,145,401,973,105233.88802337646
19,2,145,400,972,105209.45259094238
19,3,145,400,971,105264.17057800293
19,4,145,401,973,105229.46697235107
19,5,145,401,973,102872.25651550293
19,6,145,401,973,99767.46885681152
19,7,145,401,973,99078.28771209717
19,8,145,402,974,99104.78918457031
19,9,145,402,974,99112.76475524902
19,10,145,402,974,99130.64266204834
19,11,145,402,974,99181.567527771
19,12,145,402,975,99199.76815032959
19,13,145,401,974,99201.33061218262
19,14,145,401,973,99248.04581451416
19,15,145,401,973,99234.81652832031
19,16,145,401,973,99280.39529418945
19,17,145,401,974,99336.90128326416
19,18,145,401,973,99354.02012634277
19,19,145,401,973,99387.20021057129
19,20,145,401,973,99437.81496429443
19,21,145,402,974,99496.89498138428
19,22,145,402,974,99482.71885681152
19,23,145,402,974,99507.3116531372
20,0,145,402,974,99564.66703033447
20,1,145,402,974,99613.70792388916
20,2,145,402,974,99675.35237121582
20,3,145,402,974,99715.38146972656
20,4,145,401,973,99722.63255310059
20,5,145,401,973,98853.06568908691
20,6,145,401,972,99700.29577636719
20,7,145,401,973,99841.77031707764
20,8,145,401,973,99876.70850372314
20,9,145,401,973,99924.44101715088
20,10,145,401,975,99942.20990753174
20,11,145,401,975,99981.63636779785
20,12,145,401,974,100002.46899414062
20,13,145,401,974,100032.85780334473
20,14,145,401,974,100058.43547058105
20,15,145,401,974,100069.34796905518
20,16,145,401,975,100081.83755493164
20,17,145,400,972,100107.66730499268
20,18,145,401,973,100177.93544006348
20,19,145,401,972,100200.24711608887
20,20,145,401,972,100228.84104156494
20,21,145,402,973,100292.57549285889
20,22,145,402,977,100301.73139190674
20,23,145,402,977,100328.43854522705
21,0,145,402,977,100352.08100891113
21,1,145,402,977,100400.33184051514
21,2,145,402,979,100437.60488128662
21,3,145,402,979,100500.68299102783
21,4,145,402,979,100541.40675354004
21,5,145,402,978,99658.30922698975
21,6,145,403,979,100497.66526031494
21,7,145,401,977,100678.71678161621
21,8,145,402,977,100669.09191131592
21,9,145,401,977,100737.90483093262
21,10,145,401,977,100740.90297698975
21,11,145,401,977,100824.25972747803
21,12,145,401,977,100841.55332183838
21,13,145,401,982,100892.60073852539
21,14,146,401,982,100914.63494873047
21,15,145,401,981,100945.04071807861
21,16,146,401,980,101152.49351501465
21,17,146,401,980,101366.2657546997
21,18,146,400,975,101649.07025909424
21,19,146,400,975,101895.31806945801
21,20,146,400,975,102181.74430084229
21,21,146,400,975,102394.95979309082
21,22,146,400,975,102600.04355621338
21,23,146,400,975,102773.71282196045
22,0,147,405,989,103049.50603485107
22,1,147,405,989,103218.92617034912
22,2,147,405,988,103505.28462982178
22,3,147,405,989,103698.85512542725
22,4,147,405,990,103949.08525085449
22,5,147,405,990,104195.42456817627
22,6,147,407,991,104397.76454925537
22,7,148,408,994,104660.59972381592
22,8,148,409,995,104866.81694030762
22,9,148,410,996,105132.08420562744
22,10,148,411,997,105297.036277771
22,11,148,412,998,105749.99920654297
22,12,148,412,998,105936.02889251709
22,13,148,412,999,106141.38916015625
22,14,148,413,1000,107638.84916687012
22,15,148,412,999,107599.107421875
22,16,148,412,999,107798.00001525879
22,17,148,413,1005,107617.56409454346
22,18,148,414,1010,107947.56394958496
22,19,149,414,1009,108768.854637146
22,20,150,414,1009,109725.38764190674
22,21,150,413,1009,110643.69219207764
22,22,150,413,1007,111436.44011688232
22,23,150,413,1005,112330.00230407715
23,0,150,414,1009,113160.66082763672
23,1,150,414,1007,113983.11952209473
23,2,150,414,1006,114705.96626281738
23,3,150,415,1011,114888.1379776001
23,4,150,415,1011,115123.20417785645
23,5,151,415,1010,115039.51931762695
23,6,151,416,1012,115595.4277420044
23,7,151,416,1012,115789.86633300781
23,8,151,417,1009,115974.14276885986
23,9,152,419,1010,116218.61248016357
23,10,152,420,1011,116418.05049133301
23,11,152,420,1011,116617.72162628174
23,12,152,420,1011,116824.40432739258
23,13,152,421,1015,115393.29209899902
23,14,152,423,1019,111840.03687286377
23,15,152,422,1018,112656.86833190918
23,16,152,422,1020,113657.93229675293
23,17,152,423,1021,114800.97122192383
23,18,153,423,1018,115680.1799697876
23,19,153,423,1016,116201.61882781982
23,20,153,422,1014,116770.95821380615
23,21,153,422,1014,117431.15558624268
23,22,153,422,1013,118185.4953918457
23,23,154,421,1011,118768.92334747314
24,0,155,427,1047,119944.44132995605
24,1,155,427,1047,120701.02705383301
24,2,155,427,1058,121232.8185043335
24,3,155,427,1058,121756.75595092773
24,4,155,426,1057,122301.10527801514
24,5,155,426,1057,122473.58881378174
24,6,156,427,1070,123359.13730621338
24,7,155,427,1069,123864.02825164795
24,8,156,427,1070,124437.37296295166
24,9,155,427,1069,124942.19071960449
24,10,156,427,1069,125498.4169845581
24,11,156,427,1070,126104.58181762695
24,12,156,427,1070,126680.63528442383
24,13,156,428,1070,127242.96327972412
24,14,156,428,1070,127797.34613800049
24,15,156,428,1072,128005.61103820801
24,16,155,428,1068,128186.9345779419
24,17,155,428,1059,128462.48708343506
24,18,155,427,1058,128810.68041992188
24,19,155,427,1056,129228.06539154053
24,20,155,427,1056,129854.39091491699
24,21,156,427,1056,130498.16156768799
24,22,156,427,1056,130874.27722930908
24,23,156,427,1056,131271.34824371338
25,0,156,432,1077,131796.2866897583
25,1,157,432,1075,132146.99894714355
25,2,157,432,1097,132240.27281188965
25,3,157,432,1099,132304.44291687012
25,4,157,432,1100,132374.1354598999
25,5,157,432,1099,132173.74182128906
25,6,157,430,1098,133008.65446472168
25,7,157,430,1097,133358.6739730835
25,8,157,430,1097,133747.74057006836
25,9,157,430,1108,134111.84826660156
25,10,155,423,1100,134423.8547592163
25,11,154,422,1099,134573.64804077148
25,12,154,422,1099,134637.73623657227
25,13,154,422,1099,134733.24156951904
25,14,154,422,1099,134795.33068084717
25,15,154,422,1100,134958.63999176025
25,16,153,422,1110,134845.48317718506
25,17,153,422,1110,135133.50219726562
25,18,153,423,1113,134798.65990447998
25,19,153,423,1113,134914.58254241943
25,20,154,423,1112,134966.13108825684
25,21,152,422,1111,135028.17184448242
25,22,152,422,1107,131794.11330413818
25,23,152,422,1107,129603.54669189453
26,0,153,422,1115,129883.02146911621
26,1,153,422,1114,130076.53898620605
26,2,153,422,1114,130357.3962097168
26,3,153,422,1114,130574.9328918457
26,4,153,422,1113,130846.67388916016
26,5,153,422,1113,130715.61637878418
26,6,153,420,1112,131142.6129989624
26,7,153,419,1110,131203.59172058105
26,8,153,419,1110,131258.60061645508
26,9,153,419,1111,131290.62313079834
26,10,153,419,1111,131357.23012542725
26,11,153,419,1111,131414.76107788086
26,12,153,419,1112,131465.14838409424
26,13,153,419,1111,131535.08502197266
26,14,153,419,1111,131602.90434265137
26,15,153,419,1111,131668.6889038086
26,16,153,419,1112,131720.26737976074
26,17,153,419,1112,131798.71394348145
26,18,153,419,1111,131840.60892486572
26,19,153,420,1112,131897.38508605957
26,20,153,420,1113,131926.16381072998
26,21,153,419,1111,131987.54544067383
26,22,154,419,1110,132047.83631896973
26,23,154,419,1110,132178.10263061523
27,0,154,419,1111,132206.89205169678
27,1,154,419,1111,132209.9476852417
27,2,154,420,1113,132295.33834075928
27,3,154,420,1114,132332.09707641602
27,4,154,419,1112,132423.67302703857
27,5,154,419,1112,132105.0107574463
27,6,154,419,1113,132507.09635925293
27,7,154,419,1112,132554.4062347412
27,8,156,420,1115,132624.24076080322
27,9,156,420,1114,132652.8166656494
27,10,156,419,1114,132706.57093811035
27,11,156,419,1114,132760.2829284668
27,12,156,419,1114,132810.96704101562
27,13,156,420,1115,132873.65474700928
27,14,156,420,1115,132912.68657684326
27,15,157,419,1114,132956.01634979248
27,16,157,419,1114,132998.01762390137
27,17,157,419,1122,133087.09419250488
27,18,157,419,1122,133157.38737487793
27,19,157,420,1123,133253.06185150146
27,20,157,421,1123,133415.82244873047
27,21,157,421,1123,133661.3703918457
27,22,157,421,1123,133793.28913116455
27,23,157,420,1122,133872.33178710938
28,0,157,420,1122,133930.3801422119
28,1,157,419,1121,134315.4517211914
28,2,157,419,1132,134821.75121307373
28,3,157,419,1132,135008.09658813477
28,4,157,419,1134,135118.5249710083
28,5,157,419,1134,134892.39543914795
28,6,157,419,1132,135754.11470794678
28,7,157,419,1122,136053.64247894287
28,8,157,419,1122,136461.5889892578
28,9,157,419,1122,136874.78717041016
28,10,157,420,1123,137276.06172180176
28,11,157,419,1121,137337.53225708008
28,12,157,417,1119,137352.6168899536
28,13,157,417,1119,137381.1269378662
28,14,157,417,1119,137458.26906585693
28,15,157,417,1125,137422.72073364258
28,16,157,417,1125,135459.42808532715
28,17,158,417,1125,132773.90062713623
28,18,159,417,1126,132752.16943359375
28,19,160,417,1126,132520.57780456543
28,20,159,416,1125,130957.4546585083
28,21,159,416,1125,128805.42094421387
28,22,159,416,1125,128832.31454467773
28,23,159,416,1125,128880.33144378662
29,0,160,416,1126,128933.68891906738
29,1,160,416,1125,128954.54962921143
29,2,160,416,1125,129064.73713684082
29,3,160,416,1125,129121.76917266846
29,4,160,417,1126,129165.64781188965
29,5,160,417,1126,128820.99951934814
29,6,160,417,1137,129403.61441802979
29,7,160,417,1148,129553.01279449463
29,8,160,417,1148,129584.05431365967
29,9,160,417,1148,129644.3670501709
29,10,160,417,1148,129702.37845611572
29,11,160,417,1148,129756.36555480957
29,12,161,420,1151,129831.66502380371
29,13,161,421,1154,129867.66574859619
29,14,161,422,1155,129872.01502227783
29,15,161,423,1157,130029.50192260742
29,16,161,423,1157,130528.43202972412
29,17,161,423,1156,130638.55895233154
29,18,161,427,1161,130793.45429992676
29,19,160,426,1159,127121.07746887207
29,20,161,427,1162,123287.51524353027
29,21,162,428,1151,119492.10025024414
29,22,161,428,1151,116137.0712966919
29,23,161,428,1150,112357.43955993652
30,0,162,429,1120,109059.07978820801
30,1,162,429,1112,106012.2905960083
30,2,163,426,1118,105104.1498413086
30,3,163,426,1117,105533.57006072998
30,4,163,426,1117,106044.40293121338
30,5,163,427,1099,106203.66188812256
30,6,163,427,1082,107207.79582977295
30,7,163,427,1082,107716.55187225342
30,8,163,427,1082,108382.3786239624
30,9,163,427,1082,108558.87523651123
30,10,163,428,1083,108758.83248138428
30,11,164,428,1088,108927.74029541016
30,12,164,428,1078,109113.86024475098
30,13,164,428,1078,109236.28771209717
30,14,164,428,1088,109324.69326782227
30,15,165,428,1060,109430.84699249268
30,16,165,426,1061,109833.4026184082
30,17,165,426,1060,110278.2534866333
30,18,165,427,1061,110559.9561843872
30,19,165,428,1063,109505.87637329102
30,20,165,428,1060,109591.17498016357
30,21,165,428,1060,109893.58312225342
30,22,165,427,1059,109901.51412200928
30,23,164,426,1058,109950.06423950195
31,0,165,426,1058,109984.06948852539
31,1,165,426,1054,110026.9351272583
31,2,165,426,1054,110108.84580230713
31,3,165,425,1053,110164.81170654297
31,4,165,425,1053,110209.49576568604
31,5,165,425,1054,109886.35691833496
31,6,165,425,1065,110341.94746398926
31,7,165,425,1068,110337.51961517334
31,8,164,425,1068,110392.2749633789
31,9,164,425,1068,110428.44750213623
31,10,164,425,1058,110735.69970703125
31,11,164,425,1058,111522.76915740967
31,12,164,425,1058,112274.28159332275
31,13,164,425,1057,112480.36749267578
31,14,165,425,1057,112527.22260284424
31,15,166,425,1058,112572.90580749512
31,16,166,425,1057,112618.9760131836
31,17,166,425,1057,112681.2453994751
31,18,166,425,1059,110892.22784423828
31,19,166,425,1060,106603.61912536621
31,20,166,424,1059,102655.1508102417
