2018,03,26,0,108,340,730,52302.5121383667
2018,03,26,1,92,285,624,42574.74932861328
2018,03,26,2,92,285,645,42598.28579711914
2018,03,26,3,107,339,724,52467.972244262695
2018,03,26,4,107,339,728,52506.48825073242
2018,03,26,5,85,268,593,42353.12526702881
2018,03,26,6,85,268,588,42344.009269714355
2018,03,26,7,107,338,742,52577.64214324951
2018,03,26,8,85,267,599,42384.14724731445
2018,03,26,9,107,338,740,52628.17768859863
2018,03,26,10,107,338,753,52700.00650024414
2018,03,26,11,85,268,597,42514.57791900635
2018,03,26,12,85,268,577,42505.478660583496
2018,03,26,13,109,340,743,53065.7195892334
2018,03,26,14,86,269,584,42594.838134765625
2018,03,26,15,94,287,629,43092.33491516113
2018,03,26,16,86,271,587,42682.662117004395
2018,03,26,17,109,342,752,54052.97449493408
2018,03,26,18,86,270,571,42719.0590133667
2018,03,26,19,109,343,743,54530.54692840576
2018,03,26,20,86,273,601,42766.226303100586
2018,03,26,21,109,343,741,55085.94602203369
2018,03,26,22,86,271,594,42796.66178894043
2018,03,26,23,109,342,760,54968.66382598877
2018,03,27,0,86,270,601,42856.25399017334
2018,03,27,1,110,343,733,55494.95276641846
2018,03,27,2,86,271,584,42935.60347747803
2018,03,27,3,109,342,725,55970.446144104004
2018,03,27,4,94,288,632,43657.781158447266
2018,03,27,5,86,270,572,43017.13246154785
2018,03,27,6,86,270,588,43027.994148254395
2018,03,27,7,109,342,736,56895.36917877197
2018,03,27,8,86,270,579,43128.75469970703
2018,03,27,9,109,342,728,57223.060974121094
2018,03,27,10,86,270,572,43168.6965713501
2018,03,27,11,109,343,723,57330.838539123535
2018,03,27,12,86,271,579,43201.92615509033
2018,03,27,13,109,343,722,57446.95420837402
2018,03,27,14,109,344,762,57517.05546569824
2018,03,27,15,109,343,759,57573.33686828613
2018,03,27,16,86,272,570,43326.513671875
2018,03,27,17,109,342,721,57646.67325592041
2018,03,27,18,86,270,570,43397.39489746094
2018,03,27,19,110,342,683,57759.394439697266
2018,03,27,20,86,270,538,43452.74700164795
2018,03,27,21,87,269,537,43516.10140991211
2018,03,27,22,87,267,533,43499.42964935303
2018,03,27,23,111,339,674,57902.72250366211
2018,03,28,0,112,350,749,57937.912200927734
2018,03,28,1,90,277,584,43614.28325653076
2018,03,28,2,112,347,716,58010.185234069824
2018,03,28,3,112,345,728,58057.67882537842
2018,03,28,4,112,343,730,58100.40478515625
2018,03,28,5,89,272,567,43728.798194885254
2018,03,28,6,89,272,579,43747.98432159424
2018,03,28,7,89,272,579,43780.00644683838
2018,03,28,8,112,343,714,58158.88319396973
2018,03,28,9,113,343,714,58209.64408874512
2018,03,28,10,114,343,732,58257.52250671387
2018,03,28,11,91,272,575,43901.54109954834
2018,03,28,12,114,343,726,58321.686378479004
2018,03,28,13,91,273,572,43949.36028289795
2018,03,28,14,114,344,732,58332.82241821289
2018,03,28,15,91,273,596,43989.71876525879
2018,03,28,16,114,344,742,58036.18790435791
2018,03,28,17,90,272,569,43663.18312835693
2018,03,28,18,90,272,574,43679.574630737305
2018,03,28,19,113,344,758,58020.77161407471
2018,03,28,20,113,343,709,58044.03486633301
2018,03,28,21,90,273,563,43770.756408691406
2018,03,28,22,90,272,556,43804.43605041504
2018,03,28,23,90,272,556,43837.31694793701
2018,03,29,0,114,347,763,58281.56833648682
2018,03,29,1,91,274,610,43908.00695037842
2018,03,29,2,91,274,616,43950.383850097656
2018,03,29,3,115,347,759,58491.41265106201
2018,03,29,4,115,347,762,58560.20958709717
2018,03,29,5,92,274,612,44102.04362487793
2018,03,29,6,115,347,762,58668.95469665527
2018,03,29,7,116,347,776,58743.5964050293
2018,03,29,8,93,274,602,44409.63355255127
2018,03,29,9,93,274,583,44620.29374694824
2018,03,29,10,116,348,756,59243.013679504395
2018,03,29,11,93,275,614,44718.38326263428
2018,03,29,12,93,275,595,44767.2060546875
2018,03,29,13,116,348,778,59445.357109069824
2018,03,29,14,116,348,766,59492.15943145752
2018,03,29,15,93,277,597,44873.63680267334
2018,03,29,16,94,277,588,44890.96520996094
2018,03,29,17,94,276,597,45096.54746246338
2018,03,29,18,118,350,766,60132.711029052734
2018,03,29,19,103,295,721,47254.02322387695
2018,03,29,20,118,352,822,61953.40037536621
2018,03,29,21,94,275,616,46934.194496154785
2018,03,29,22,117,350,766,62610.72218322754
2018,03,29,23,94,275,615,46942.063735961914
2018,03,30,0,95,278,626,47060.654296875
2018,03,30,1,119,354,775,63830.04382324219
2018,03,30,2,96,278,606,47976.82122039795
2018,03,30,3,120,354,792,64365.70903778076
2018,03,30,4,97,277,592,46785.582107543945
2018,03,30,5,120,352,793,63264.570304870605
2018,03,30,6,120,353,790,63436.22821807861
2018,03,30,7,120,352,778,63815.23636627197
2018,03,30,8,112,334,698,63412.87644195557
2018,03,30,9,97,277,619,47037.72700500488
2018,03,30,10,97,277,602,47065.72806549072
2018,03,30,11,120,352,773,65266.613525390625
2018,03,30,12,97,277,605,47130.736473083496
2018,03,30,13,112,335,729,64188.92995452881
2018,03,30,14,97,278,628,46338.33729553223
2018,03,30,15,120,353,815,65943.73892974854
2018,03,30,16,98,278,610,46449.85397338867
2018,03,30,17,98,278,580,47370.646423339844
2018,03,30,18,121,353,737,68262.15853118896
2018,03,30,19,121,352,736,68906.49600982666
2018,03,30,20,98,277,578,49378.75769042969
2018,03,30,21,121,352,735,69760.52779388428
2018,03,30,22,121,352,735,69769.23244476318
2018,03,30,23,121,352,729,70085.89789581299
2018,03,31,0,98,277,572,50010.95789337158
2018,03,31,1,121,352,727,70448.21492004395
2018,03,31,2,121,350,725,70552.2647857666
2018,03,31,3,98,277,571,50328.57939147949
2018,03,31,4,98,277,571,50372.61683654785
2018,03,31,5,121,350,725,70671.48505401611
2018,03,31,6,121,350,725,70704.54898834229
2018,03,31,7,98,277,571,50480.907775878906
2018,03,31,8,121,350,725,70772.5929107666
2018,03,31,9,121,350,725,70805.93342590332
2018,03,31,10,98,277,571,50570.782791137695
2018,03,31,11,121,350,725,70845.30220031738
2018,03,31,12,121,350,725,70913.22537994385
2018,03,31,13,98,277,571,50677.492614746094
2018,03,31,14,98,276,570,50782.373596191406
2018,03,31,15,121,349,724,71259.33306121826
2018,03,31,16,121,349,724,71412.53889465332
2018,03,31,17,121,349,724,71674.26631164551
2018,03,31,18,98,276,570,51587.126037597656
2018,03,31,19,98,276,570,51671.92588806152
2018,03,31,20,98,276,570,52015.14722442627
2018,03,31,21,120,348,723,72457.07647705078
2018,03,31,22,98,276,570,52331.20936584473
2018,03,31,23,120,348,723,72624.09970092773
2018,04,01,0,98,280,640,52694.96346282959
2018,04,01,1,120,355,827,73321.27534484863
2018,04,01,2,98,280,654,53302.99057006836
2018,04,01,3,120,354,811,73728.61095428467
2018,04,01,4,98,279,659,53628.34896850586
2018,04,01,5,120,354,821,74064.42555236816
2018,04,01,6,98,279,634,53679.17056274414
2018,04,01,7,98,279,652,53866.43086242676
2018,04,01,8,120,354,823,74323.4094619751
2018,04,01,9,120,354,811,73980.34936523438
2018,04,01,10,98,279,640,53831.41869354248
2018,04,01,11,120,354,815,74228.759765625
2018,04,01,12,98,279,640,54052.264724731445
2018,04,01,13,120,354,797,74437.40531921387
2018,04,01,14,98,279,642,54298.838523864746
2018,04,01,15,120,354,805,74692.23122406006
2018,04,01,16,98,279,646,54523.115661621094
2018,04,01,17,120,354,821,72756.63651275635
2018,04,01,18,98,279,646,51881.01707458496
2018,04,01,19,98,279,640,52050.4623336792
2018,04,01,20,98,279,648,52166.94773101807
2018,04,01,21,120,354,806,72609.80240631104
2018,04,01,22,98,279,642,52451.22539520264
2018,04,01,23,98,279,654,52592.79397583008
2018,04,02,0,120,354,811,73121.80183410645
2018,04,02,1,98,279,654,53109.55268859863
2018,04,02,2,106,298,706,54172.970779418945
2018,04,02,3,120,354,820,73827.28063201904
2018,04,02,4,121,354,807,75539.53754425049
2018,04,02,5,99,279,638,55386.145988464355
2018,04,02,6,121,354,831,75824.47212219238
2018,04,02,7,99,279,660,55635.5791015625
2018,04,02,8,99,278,679,55780.385665893555
2018,04,02,9,121,354,838,76241.06469726562
2018,04,02,10,121,353,831,76375.8918762207
2018,04,02,11,99,278,661,56205.118309020996
2018,04,02,12,99,278,672,56321.217361450195
2018,04,02,13,99,278,662,53842.81547546387
2018,04,02,14,121,353,820,74806.43951416016
2018,04,02,15,99,278,659,53924.750328063965
2018,04,02,16,121,354,815,73486.87097930908
2018,04,02,17,113,336,736,74002.61081695557
2018,04,02,18,99,279,627,53394.03485870361
2018,04,02,19,121,354,785,76685.36508178711
2018,04,02,20,121,354,785,76647.75462341309
2018,04,02,21,99,279,627,53718.43928527832
2018,04,02,22,99,279,627,53698.62355041504
2018,04,02,23,121,353,784,78308.21508026123
2018,04,03,0,123,354,824,78616.88014984131
2018,04,03,1,100,279,669,54594.61421966553
2018,04,03,2,100,280,666,54615.454193115234
2018,04,03,3,100,280,662,54686.342041015625
2018,04,03,4,123,355,843,79577.91124725342
2018,04,03,5,115,338,777,79055.32039642334
2018,04,03,6,101,281,679,54803.36806488037
2018,04,03,7,124,356,832,80248.20803833008
2018,04,03,8,101,281,675,54891.733070373535
2018,04,03,9,101,281,671,54916.180114746094
2018,04,03,10,125,357,836,80927.14673614502
2018,04,03,11,101,281,677,54984.47343444824
2018,04,03,12,102,282,668,55014.8590927124
2018,04,03,13,126,357,849,81533.57411193848
2018,04,03,14,126,358,844,81769.7227935791
2018,04,03,15,102,284,678,55096.43363189697
2018,04,03,16,102,283,681,55087.88636779785
2018,04,03,17,127,361,836,82409.18243408203
2018,04,03,18,127,362,832,82110.79634857178
2018,04,03,19,102,286,671,55242.082191467285
2018,04,03,20,127,364,827,79495.67658996582
2018,04,03,21,102,286,657,54984.111740112305
2018,04,03,22,127,364,819,80488.64165496826
2018,04,03,23,103,286,657,55048.0315322876
2018,04,04,0,104,286,668,55033.30667114258
2018,04,04,1,128,364,827,81978.64492034912
2018,04,04,2,128,364,827,82558.349609375
2018,04,04,3,104,286,663,55170.211265563965
2018,04,04,4,104,286,663,55198.81909942627
2018,04,04,5,128,363,826,84162.57815551758
2018,04,04,6,128,363,826,84663.6983795166
2018,04,04,7,128,363,826,85200.66152191162
2018,04,04,8,104,286,663,55379.430603027344
2018,04,04,9,104,288,666,55402.816146850586
2018,04,04,10,104,287,664,55434.560470581055
2018,04,04,11,128,365,829,86838.59005737305
2018,04,04,12,128,365,829,87213.5630493164
2018,04,04,13,104,287,666,55538.44499206543
2018,04,04,14,104,287,667,55629.18032836914
2018,04,04,15,129,368,836,88676.0915145874
2018,04,04,16,105,289,669,55782.65458679199
2018,04,04,17,105,291,675,55918.6696472168
2018,04,04,18,105,290,671,54576.084297180176
