year,month,day,time,region,ad,Total_Bytes
2018,8,1,12,fra,1,9351455247360
2018,8,1,13,fra,1,9353537714688
2018,8,1,14,fra,1,9353615696384
2018,8,1,15,fra,1,9354378749952
2018,8,1,16,fra,1,9357039751168
2018,8,1,17,fra,1,9357144077824
2018,8,1,18,fra,1,9358980766720
2018,8,1,19,fra,1,9364790918144
2018,8,1,20,fra,1,9367499142144
2018,8,1,21,fra,1,9367513716224
2018,8,1,22,fra,1,9352640208896
2018,8,1,23,fra,1,9378896326144
2018,3,26,0,fra,2,4924131056128
2018,3,26,1,fra,2,4924221672448
2018,3,26,2,fra,2,4920197378048
2018,3,26,3,fra,2,4926514562560
2018,3,26,4,fra,2,4926618351616
2018,3,26,5,fra,2,4926775034880
2018,3,26,6,fra,2,4926789152768
2018,3,26,7,fra,2,4923588071424
2018,3,26,8,fra,2,4923604966400
2018,3,26,9,fra,2,4923578027008
2018,3,26,10,fra,2,4923861696512
2018,3,26,11,fra,2,4921459110912
2018,3,26,12,fra,2,4921474850304
2018,3,26,13,fra,2,4923690775552
2018,3,26,14,fra,2,4923697111552
2018,3,26,15,fra,2,4926298738688
2018,3,26,16,fra,2,4926300446208
2018,3,26,17,fra,2,4926309108224
2018,3,26,18,fra,2,4926740517888
2018,3,26,19,fra,2,4926784669184
2018,3,26,20,fra,2,4927665788928
2018,3,26,21,fra,2,4944474566656
2018,3,26,22,fra,2,4924404121600
2018,3,26,23,fra,2,4924413078528
2018,3,27,0,fra,2,4931683000832
2018,3,27,1,fra,2,4939111724544
2018,3,27,2,fra,2,4940222743040
2018,3,27,3,fra,2,4940230757888
2018,3,27,4,fra,2,4942247797760
2018,3,27,5,fra,2,4943265869824
2018,3,27,6,fra,2,4943275842560
2018,3,27,7,fra,2,4944357645312
2018,3,27,8,fra,2,4944371034112
2018,3,27,9,fra,2,4938118687744
2018,3,27,10,fra,2,4938171661824
2018,3,27,11,fra,2,4932752886272
2018,3,27,12,fra,2,4932763981312
2018,3,27,13,fra,2,4940107591168
2018,3,27,14,fra,2,4940128665088
2018,3,27,15,fra,2,4938889324032
2018,3,27,16,fra,2,4939780790784
2018,3,27,17,fra,2,4944496590336
2018,3,27,18,fra,2,4943817125888
2018,3,27,19,fra,2,4943867437568
2018,3,27,20,fra,2,4941174157312
2018,3,27,21,fra,2,4959444838400
2018,3,27,22,fra,2,4939369855488
2018,3,27,23,fra,2,4939380549120
2018,3,28,0,fra,2,4943426342912
2018,3,28,1,fra,2,4953801001472
2018,3,28,2,fra,2,4956214755328
2018,3,28,3,fra,2,4956223589376
2018,3,28,4,fra,2,4960930504192
2018,3,28,5,fra,2,4960944515584
2018,3,28,6,fra,2,4952622108672
2018,3,28,7,fra,2,4953115701760
2018,3,28,8,fra,2,4937345272320
2018,3,28,9,fra,2,4954741443584
2018,3,28,10,fra,2,4954839694848
2018,3,28,11,fra,2,4956879087616
2018,3,28,12,fra,2,4956898227200
2018,3,28,13,fra,2,4959019640320
2018,3,28,14,fra,2,4959041581568
2018,3,28,15,fra,2,4954785055744
2018,3,28,16,fra,2,5093013770240
2018,3,28,17,fra,2,4966295838720
2018,3,28,18,fra,2,4966307239936
2018,3,28,19,fra,2,4967389352960
2018,3,28,20,fra,2,4970194354688
2018,3,28,21,fra,2,4974626676736
2018,3,28,22,fra,2,4970953628160
2018,3,28,23,fra,2,4970969343488
2018,3,29,0,fra,2,4968003792384
2018,3,29,1,fra,2,4975497185280
2018,3,29,2,fra,2,4976832674304
2018,3,29,3,fra,2,4976846972416
2018,3,29,4,fra,2,4979370857984
2018,3,29,5,fra,2,4979380732416
2018,3,29,6,fra,2,4977868327424
2018,3,29,7,fra,2,4987139166208
2018,3,29,8,fra,2,5163502140928
2018,3,29,9,fra,2,5338856729088
2018,3,29,10,fra,2,5381498226688
2018,3,29,11,fra,2,5391266791936
2018,3,29,12,fra,2,5391277264384
2018,3,29,13,fra,2,5419278362624
2018,3,29,14,fra,2,5419327850496
2018,3,29,15,fra,2,5419891614208
2018,3,29,16,fra,2,5420205792768
2018,3,29,17,fra,2,5423521718784
2018,3,29,18,fra,2,5423788277248
2018,3,29,19,fra,2,5423385991680
2018,3,29,20,fra,2,5423633896960
2018,3,29,21,fra,2,5443473217024
2018,3,29,22,fra,2,5425845424640
2018,3,29,23,fra,2,5420565122560
2018,3,30,0,fra,2,5427813379584
2018,3,30,1,fra,2,5437507539968
2018,3,30,2,fra,2,5436059954176
2018,3,30,3,fra,2,5436271494144
2018,3,30,4,fra,2,5439311450112
2018,3,30,5,fra,2,5439523504640
2018,3,30,6,fra,2,5441506157056
2018,3,30,7,fra,2,5452636992000
2018,3,30,8,fra,2,5452516427264
2018,3,30,9,fra,2,5452746546688
2018,3,30,10,fra,2,5448062183424
2018,3,30,11,fra,2,5448269086208
2018,3,30,12,fra,2,5446593892352
2018,3,30,13,fra,2,5630372931072
2018,3,30,14,fra,2,5806319951872
2018,3,30,15,fra,2,5867207110144
2018,3,30,16,fra,2,5508428184576
2018,3,30,17,fra,2,5507543865856
2018,3,30,18,fra,2,5507768437248
2018,3,30,19,fra,2,5508095740928
2018,3,30,20,fra,2,5508355687424
2018,3,30,21,fra,2,5534101260800
2018,3,30,22,fra,2,5517407776256
2018,3,30,23,fra,2,5512171829760
2018,3,31,0,fra,2,5674301343744
2018,3,31,1,fra,2,5848152769024
2018,3,31,2,fra,2,5937717051392
2018,3,31,3,fra,2,5937927780352
2018,3,31,4,fra,2,5935146118144
2018,3,31,5,fra,2,5935384786432
2018,3,31,6,fra,2,5938529521152
2018,3,31,7,fra,2,5939640499200
2018,3,31,8,fra,2,5938218160128
2018,3,31,9,fra,2,5938423932928
2018,3,31,10,fra,2,5936324405248
2018,3,31,11,fra,2,5936549878784
2018,3,31,12,fra,2,5931930608640
2018,3,31,13,fra,2,5932245434880
2018,3,31,14,fra,2,5934577538560
2018,3,31,15,fra,2,5934812327424
2018,3,31,16,fra,2,5914198157824
2018,3,31,17,fra,2,5936248747008
2018,3,31,18,fra,2,5936481306624
2018,3,31,19,fra,2,5937801078784
2018,3,31,20,fra,2,5938033631232
2018,3,31,21,fra,2,5957910464512
2018,3,31,22,fra,2,5939556687872
2018,3,31,23,fra,2,5941242116096
2018,4,1,0,fra,2,6100604486656
2018,4,1,1,fra,2,6258714713600
2018,4,1,2,fra,2,6350527943168
2018,4,1,3,fra,2,6345518179840
2018,4,1,4,fra,2,6345811429376
2018,4,1,5,fra,2,6341414668800
2018,4,1,6,fra,2,6358607906816
2018,4,1,7,fra,2,6378657765376
2018,4,1,8,fra,2,6381544403456
2018,4,1,9,fra,2,6381796051456
2018,4,1,10,fra,2,6384125776384
2018,4,1,11,fra,2,6384358545408
2018,4,1,12,fra,2,6381640705024
2018,4,1,13,fra,2,6381978714624
2018,4,1,14,fra,2,6378006181376
2018,4,1,15,fra,2,6378273754624
2018,4,1,16,fra,2,6380167873536
2018,4,1,17,fra,2,6380391119872
2018,4,1,18,fra,2,6369810273792
2018,4,1,19,fra,2,6381350265856
2018,4,1,20,fra,2,6381588438016
2018,4,1,21,fra,2,6403851060736
2018,4,1,22,fra,2,6386813255680
2018,4,1,23,fra,2,6384409069056
2018,4,2,0,fra,2,6544214688256
2018,4,2,1,fra,2,6708145135616
2018,4,2,2,fra,2,6799719584768
2018,4,2,3,fra,2,6806559656448
2018,4,2,4,fra,2,6806814117376
2018,4,2,5,fra,2,6805928584704
2018,4,2,6,fra,2,6806160403968
2018,4,2,7,fra,2,6793460679680
2018,4,2,8,fra,2,6808022151168
2018,4,2,9,fra,2,6808233741312
2018,4,2,10,fra,2,6806312175104
2018,4,2,11,fra,2,6806526111232
2018,4,2,12,fra,2,6799527534080
2018,4,2,13,fra,2,6799788948480
2018,4,2,14,fra,2,6799221165056
2018,4,2,15,fra,2,6799457515520
2018,4,2,16,fra,2,6801502095360
2018,4,2,17,fra,2,6801744535552
2018,4,2,18,fra,2,6806743656960
2018,4,2,19,fra,2,6806990571520
2018,4,2,20,fra,2,6792770186240
2018,4,2,21,fra,2,6820545944064
2018,4,2,22,fra,2,6771684269568
2018,4,2,23,fra,2,6767949421568
2018,4,3,0,fra,2,6768174181376
2018,4,3,1,fra,2,6772051987456
2018,4,3,2,fra,2,6772298105856
2018,4,3,3,fra,2,6777347138048
2018,4,3,4,fra,2,6777591364608
2018,4,3,5,fra,2,6778735667712
2018,4,3,6,fra,2,6778974852608
2018,4,3,7,fra,2,6778928766976
2018,4,3,8,fra,2,6779141855232
2018,4,3,9,fra,2,6775778001920
2018,4,3,10,fra,2,6779102453248
2018,4,3,11,fra,2,6779319596544
2018,4,3,12,fra,2,6780529863680
2018,4,3,13,fra,2,6780846713344
2018,4,3,14,fra,2,6778578724352
2018,4,3,15,fra,2,6778781022720
2018,4,3,16,fra,2,6774323867136
2018,4,3,17,fra,2,6774518774272
2018,4,3,18,fra,2,6773511370752
2018,4,3,19,fra,2,6773805004288
2018,4,3,20,fra,2,6774830132224
2018,4,3,21,fra,2,6795885466624
2018,4,3,22,fra,2,6784863503872
2018,4,3,23,fra,2,6785101120000
2018,4,4,0,fra,2,6764618191872
2018,4,4,1,fra,2,6783826226688
2018,4,4,2,fra,2,6784045557248
2018,4,4,3,fra,2,6781565071872
2018,4,4,4,fra,2,6781842431488
2018,4,4,5,fra,2,6779999719936
2018,4,4,6,fra,2,6780258300416
2018,4,4,7,fra,2,6782876696064
2018,4,4,8,fra,2,6783117358592
2018,4,4,9,fra,2,6786072069120
2018,4,4,10,fra,2,6786337435648
2018,4,4,11,fra,2,6786066856960
2018,4,4,12,fra,2,6786300677120
2018,4,4,13,fra,2,6770066886656
2018,4,4,14,fra,2,6780512368640
2018,4,4,15,fra,2,6780747120640
2018,4,4,16,fra,2,6785234112512
2018,4,4,17,fra,2,6785472445440
2018,4,4,18,fra,2,6785388350464
2018,4,4,19,fra,2,6785681320448
2018,4,4,20,fra,2,6783276467200
2018,4,4,21,fra,2,6803272268288
2018,4,4,22,fra,2,6784681890816
2018,4,4,23,fra,2,6784897598976
2018,4,5,0,fra,2,6784806470144
2018,4,5,1,fra,2,6785410686976
2018,4,5,2,fra,2,6778305007616
2018,4,5,3,fra,2,6788106008576
2018,4,5,4,fra,2,6788399681536
2018,4,5,5,fra,2,6796421771776
2018,4,5,6,fra,2,6796646667776
2018,4,5,7,fra,2,6794308125696
2018,4,5,8,fra,2,6794561027072
2018,4,5,9,fra,2,6793471086592
2018,4,5,10,fra,2,6793766427648
2018,4,5,11,fra,2,6792931627520
2018,4,5,12,fra,2,6793156168192
2018,4,5,13,fra,2,6809478758912
2018,4,5,14,fra,2,6809721010688
2018,4,5,15,fra,2,6793357361664
2018,4,5,16,fra,2,6809382934016
2018,4,5,17,fra,2,6809629027840
2018,4,5,18,fra,2,6809076591616
2018,4,5,19,fra,2,6809320327680
2018,4,5,20,fra,2,6815543116800
2018,4,5,21,fra,2,6839065292800
2018,4,5,22,fra,2,6828698405376
2018,4,5,23,fra,2,6828889411072
2018,4,6,0,fra,2,6831287100928
2018,4,6,1,fra,2,6831671911424
2018,4,6,2,fra,2,6837431837184
2018,4,6,3,fra,2,6837691994112
2018,4,6,4,fra,2,6832017316352
2018,4,6,5,fra,2,6840794138112
2018,4,6,6,fra,2,6841030663680
2018,4,6,7,fra,2,6840158389760
2018,4,6,8,fra,2,6840382807552
2018,4,6,9,fra,2,6837731384832
2018,4,6,10,fra,2,6837967311360
2018,4,6,11,fra,2,6838397427200
2018,4,6,12,fra,2,6838598866432
2018,4,6,13,fra,2,6839415968768
2018,4,6,14,fra,2,6839661358080
2018,4,6,15,fra,2,6838954891776
2018,4,6,16,fra,2,6839169581568
2018,4,6,17,fra,2,6832641624576
2018,4,6,18,fra,2,6835997103616
2018,4,6,19,fra,2,6836317262848
2018,4,6,20,fra,2,6832745942528
2018,4,6,21,fra,2,6854919529984
2018,4,6,22,fra,2,6821970760192
2018,4,6,23,fra,2,6822228087296
2018,4,7,0,fra,2,6826327895040
2018,4,7,1,fra,2,6826690841088
2018,4,7,2,fra,2,6826837335552
2018,4,7,3,fra,2,6827022223360
2018,4,7,4,fra,2,6826153861632
2018,4,7,5,fra,2,6826379267584
2018,4,7,6,fra,2,6826025095168
2018,4,7,7,fra,2,6826532978176
2018,4,7,8,fra,2,6805404694528
2018,4,7,9,fra,2,6825933227520
2018,4,7,10,fra,2,6826190213120
2018,4,7,11,fra,2,6824189905920
2018,4,7,12,fra,2,6824418771968
2018,4,7,13,fra,2,6827052099072
2018,4,7,14,fra,2,6827270012416
2018,4,7,15,fra,2,6832946435072
2018,4,7,16,fra,2,6833236336640
2018,4,7,17,fra,2,6830214281728
2018,4,7,18,fra,2,6830460908032
2018,4,7,19,fra,2,6823018203648
2018,4,7,20,fra,2,6823249633792
2018,4,7,21,fra,2,6838030932480
2018,4,7,22,fra,2,6838672379904
2018,4,7,23,fra,2,6838890335232
2018,4,8,0,fra,2,6841263786496
2018,4,8,1,fra,2,6841635055616
2018,4,8,2,fra,2,6845029949952
2018,4,8,3,fra,2,6845278095872
2018,4,8,4,fra,2,6837852758016
2018,4,8,5,fra,2,6838049806848
2018,4,8,6,fra,2,6846219981824
2018,4,8,7,fra,2,6865059775488
2018,4,8,8,fra,2,6864484909568
2018,4,8,9,fra,2,6864686057984
2018,4,8,10,fra,2,6857953152000
2018,4,8,11,fra,2,6861266940416
2018,4,8,12,fra,2,6861477759488
2018,4,8,13,fra,2,6856744133120
2018,4,8,14,fra,2,6856968057344
2018,4,8,15,fra,2,6863366443008
2018,4,8,16,fra,2,6863668614656
2018,4,8,17,fra,2,6863476824576
2018,4,8,18,fra,2,6863702979072
2018,4,8,19,fra,2,6865397992960
2018,4,8,20,fra,2,6865641245184
2018,4,8,21,fra,2,6893502595584
2018,4,8,22,fra,2,6862204630528
2018,4,8,23,fra,2,6851148519936
2018,4,9,0,fra,2,6864044540928
2018,4,9,1,fra,2,6864393855488
2018,4,9,2,fra,2,6858491767296
2018,4,9,3,fra,2,6858686176256
2018,4,9,4,fra,2,6858032194048
2018,4,9,5,fra,2,6858249164288
2018,4,9,6,fra,2,6862876158976
2018,4,9,7,fra,2,6863269321216
2018,4,9,8,fra,2,6857191989248
2018,4,9,9,fra,2,6857415960064
2018,4,9,10,fra,2,6857806968320
2018,4,9,11,fra,2,6858014828032
2018,4,9,12,fra,2,6852305958912
2018,4,9,13,fra,2,6859510881792
2018,4,9,14,fra,2,6859747669504
2018,4,9,15,fra,2,6859722967552
2018,4,9,16,fra,2,6859996391424
2018,4,9,17,fra,2,6862337118720
2018,4,9,18,fra,2,6862596811264
2018,4,9,19,fra,2,6862332642304
2018,4,9,20,fra,2,6862561856512
2018,4,9,21,fra,2,6889748104704
2018,4,9,22,fra,2,6866868485632
2018,4,9,23,fra,2,6865423927808
2018,4,10,0,fra,2,6865675739648
2018,4,10,1,fra,2,6864352411136
2018,4,10,2,fra,2,6869022694912
2018,4,10,3,fra,2,6869261165056
2018,4,10,4,fra,2,6866602207744
2018,4,10,5,fra,2,6866843693568
2018,4,10,6,fra,2,6870612429312
2018,4,10,7,fra,2,6871022778368
2018,4,10,8,fra,2,6868731039232
2018,4,10,9,fra,2,6868961158144
2018,4,10,10,fra,2,6868927037440
2018,4,10,11,fra,2,6869143169024
2018,4,10,12,fra,2,6872355931136
2018,4,10,13,fra,2,6873020580352
2018,4,10,14,fra,2,6864084626944
2018,4,10,15,fra,2,6866102675968
2018,4,10,16,fra,2,6868243063296
2018,4,10,17,fra,2,6869422788096
2018,4,10,18,fra,2,6869686953472
2018,4,10,19,fra,2,6873746081280
2018,4,10,20,fra,2,6873970084864
2018,4,10,21,fra,2,6894701340672
2018,4,10,22,fra,2,6872445193216
2018,4,10,23,fra,2,6873655666176
2018,4,11,0,fra,2,6873882312192
2018,4,11,1,fra,2,6874206509056
2018,4,11,2,fra,2,6874417775104
2018,4,11,3,fra,2,6879717625856
2018,4,11,4,fra,2,6880286598656
2018,4,11,5,fra,2,6880531869184
2018,4,11,6,fra,2,6878168073728
2018,4,11,7,fra,2,6878814589952
2018,4,11,8,fra,2,6882270083584
2018,4,11,9,fra,2,6882509285888
2018,4,11,10,fra,2,6888602867712
2018,4,11,11,fra,2,6888886117888
2018,4,11,12,fra,2,6892481241088
2018,4,11,13,fra,2,6892804816384
2018,4,11,14,fra,2,6883725832704
2018,4,11,15,fra,2,6883916727808
2018,4,11,16,fra,2,6883874466816
2018,4,11,17,fra,2,6884082444288
2018,4,11,18,fra,2,6862733426688
2018,4,11,19,fra,2,6883767753728
2018,4,11,20,fra,2,6883995301376
2018,4,11,21,fra,2,6911676029440
2018,4,11,22,fra,2,6887513889792
2018,4,11,23,fra,2,6884927650816
2018,4,12,0,fra,2,6885175391232
2018,4,12,1,fra,2,6881533366272
2018,4,12,2,fra,2,6881750425600
2018,4,12,3,fra,2,6889875852288
2018,4,12,4,fra,2,6890210835968
2018,4,12,5,fra,2,6886138439680
2018,4,12,6,fra,2,6886371926016
2018,4,12,7,fra,2,6869394944000
2018,4,12,8,fra,2,6887174135296
2018,4,12,9,fra,2,6887420461568
2018,4,12,10,fra,2,6882708302848
2018,4,12,11,fra,2,6883129350656
2018,4,12,12,fra,2,6884541756928
2018,4,12,13,fra,2,6884875727872
2018,4,12,14,fra,2,6886823469568
2018,4,12,15,fra,2,6886863477248
2018,4,12,16,fra,2,6896791826432
2018,4,12,17,fra,2,6897365489152
2018,4,12,18,fra,2,6899449062400
2018,4,12,19,fra,2,6899908901888
2018,4,12,20,fra,2,6896436950528
2018,4,12,21,fra,2,6933686197248
2018,4,12,22,fra,2,6908034374144
2018,4,12,23,fra,2,6909403899392
2018,4,13,0,fra,2,6910808899072
2018,4,13,1,fra,2,6912100980736
2018,4,13,2,fra,2,6912799832576
2018,4,13,3,fra,2,6916916486656
2018,4,13,4,fra,2,6917383773184
2018,4,13,5,fra,2,6915560579072
2018,4,13,6,fra,2,6915789617664
2018,4,13,7,fra,2,6913257079296
2018,4,13,8,fra,2,6916639637504
2018,4,13,9,fra,2,6908409509888
2018,4,13,10,fra,2,6916818156032
2018,4,13,11,fra,2,6917208181248
2018,4,13,12,fra,2,6918212121600
2018,4,13,13,fra,2,6918142522880
2018,4,13,14,fra,2,6914448252416
2018,4,13,15,fra,2,6914888931328
2018,4,13,16,fra,2,6915976676864
2018,4,13,17,fra,2,6916379912704
2018,4,13,18,fra,2,6917957599232
2018,4,13,19,fra,2,6917985338368
2018,4,13,20,fra,2,6916710215168
2018,4,13,21,fra,2,6943270443008
2018,4,13,22,fra,2,6911698614272
2018,4,13,23,fra,2,6911872429056
2018,4,14,0,fra,2,6895177495552
2018,4,14,1,fra,2,6919725669888
2018,4,14,2,fra,2,6919777315840
2018,4,14,3,fra,2,6920330449408
2018,4,14,4,fra,2,6920800473088
2018,4,14,5,fra,2,6923976231424
2018,4,14,6,fra,2,6924301512704
2018,4,14,7,fra,2,6923814639616
2018,4,14,8,fra,2,6924184436736
2018,4,14,9,fra,2,6920964572160
2018,4,14,10,fra,2,6921421132800
2018,4,14,11,fra,2,6921980887552
2018,4,14,12,fra,2,6922256502272
2018,4,14,13,fra,2,6901499106816
2018,4,14,14,fra,2,6923588708864
2018,4,14,15,fra,2,6923628566528
2018,4,14,16,fra,2,6922797262336
2018,4,14,17,fra,2,6923203668480
2018,4,14,18,fra,2,6919171412992
2018,4,14,19,fra,2,6919644067328
2018,4,14,20,fra,2,6923626837504
2018,4,14,21,fra,2,6950495949312
2018,4,14,22,fra,2,6929278195712
2018,4,14,23,fra,2,6929687766528
2018,4,15,0,fra,2,6927248217600
2018,4,15,1,fra,2,6926820816896
2018,4,15,2,fra,2,6913635017728
2018,4,15,3,fra,2,6932772313088
2018,4,15,4,fra,2,6933245072896
2018,4,15,5,fra,2,6925405504512
2018,4,15,6,fra,2,6925429698560
2018,4,15,7,fra,2,6945263118848
2018,4,15,8,fra,2,6945628844032
2018,4,15,9,fra,2,6946281173504
2018,4,15,10,fra,2,6946751433728
2018,4,15,11,fra,2,6947786291200
2018,4,15,12,fra,2,6948052473856
2018,4,15,13,fra,2,6945861881344
2018,4,15,14,fra,2,6946263354368
2018,4,15,15,fra,2,6943636213760
2018,4,15,16,fra,2,6954042024960
2018,4,15,17,fra,2,6954134780928
2018,4,15,18,fra,2,6956999401472
2018,4,15,19,fra,2,6957489057280
2018,4,15,20,fra,2,6951656530944
2018,4,15,21,fra,2,6978252985856
2018,4,15,22,fra,2,6950612729856
2018,4,15,23,fra,2,6950773303296
2018,4,16,0,fra,2,6950509488640
2018,4,16,1,fra,2,6950298955264
2018,4,16,2,fra,2,6955564570624
2018,4,16,3,fra,2,6955639365120
2018,4,16,4,fra,2,6951634970112
2018,4,16,5,fra,2,6955198368256
2018,4,16,6,fra,2,6955233654272
2018,4,16,7,fra,2,6957998992896
2018,4,16,8,fra,2,6958537345024
2018,4,16,9,fra,2,6965767259648
2018,4,16,10,fra,2,6973766993920
2018,4,16,11,fra,2,6975961951232
2018,4,16,12,fra,2,6976371770368
2018,4,16,13,fra,2,6978036411392
2018,4,16,14,fra,2,6978495611392
2018,4,16,15,fra,2,6979430929920
2018,4,16,16,fra,2,6979887312384
2018,4,16,17,fra,2,6967233698304
2018,4,16,18,fra,2,6975934615552
2018,4,16,19,fra,2,6976330896384
2018,4,16,20,fra,2,6981175304704
2018,4,16,21,fra,2,7007769525248
2018,4,16,22,fra,2,6985407646720
2018,4,16,23,fra,2,6985542311936
2018,4,17,0,fra,2,6984772324352
2018,4,17,1,fra,2,6984226006016
2018,4,17,2,fra,2,6987520275968
2018,4,17,3,fra,2,6987688007680
2018,4,17,4,fra,2,6980079858688
2018,4,17,5,fra,2,6980148996608
2018,4,17,6,fra,2,6969723190784
2018,4,17,7,fra,2,6977847860736
2018,4,17,8,fra,2,6978300839936
2018,4,17,9,fra,2,6984365507072
2018,4,17,10,fra,2,6985415515648
2018,4,17,11,fra,2,7008225046016
2018,4,17,12,fra,2,7008847705088
2018,4,17,13,fra,2,7005542252032
2018,4,17,14,fra,2,7007923919872
2018,4,17,15,fra,2,7009715429376
2018,4,17,16,fra,2,7010800045568
2018,4,17,17,fra,2,7012271949312
2018,4,17,18,fra,2,7012658048512
2018,4,17,19,fra,2,7000341756416
2018,4,17,20,fra,2,7014619000832
2018,4,17,21,fra,2,7042806332416
2018,4,17,22,fra,2,7022888821248
2018,4,17,23,fra,2,7023037161472
2018,4,18,0,fra,2,7023129286656
2018,4,18,1,fra,2,7022889204224
2018,4,18,2,fra,2,7021510085632
2018,4,18,3,fra,2,7021620807680
2018,4,18,4,fra,2,7018454393344
2018,4,18,5,fra,2,7018531753472
2018,4,18,6,fra,2,7025584735744
2018,4,18,7,fra,2,7018318971904
2018,4,18,8,fra,2,6998715892736
2018,4,18,9,fra,2,7022977540608
2018,4,18,10,fra,2,7023694679040
2018,4,18,11,fra,2,7022453360640
2018,4,18,12,fra,2,7021939171840
2018,4,18,13,fra,2,7029846631936
2018,4,18,14,fra,2,7025162540032
2018,4,18,15,fra,2,7019368598528
2018,4,18,16,fra,2,7031553680384
2018,4,18,17,fra,2,7022332773888
2018,4,18,18,fra,2,7022841917952
2018,4,18,19,fra,2,7023664278016
2018,4,18,20,fra,2,7024177895936
2018,4,18,21,fra,2,7033863390720
2018,4,18,22,fra,2,7028083153408
2018,4,18,23,fra,2,7028358137856
2018,4,19,0,fra,2,7026199368192
2018,4,19,1,fra,2,7025782175744
2018,4,19,2,fra,2,7029405090816
2018,4,19,3,fra,2,7029569879552
2018,4,19,4,fra,2,7027127557120
2018,4,19,5,fra,2,7027305038336
2018,4,19,6,fra,2,7025837740544
2018,4,19,7,fra,2,7018120893952
2018,4,19,8,fra,2,7091178439680
2018,4,19,9,fra,2,7033452485120
2018,4,19,10,fra,2,7039997430784
2018,4,19,11,fra,2,7044137381376
2018,4,19,12,fra,2,7044187337728
2018,4,19,13,fra,2,7047164249600
2018,4,19,14,fra,2,7047579496960
2018,4,19,15,fra,2,7043193820672
2018,4,19,16,fra,2,7044154041344
2018,4,19,17,fra,2,7041017717760
2018,4,19,18,fra,2,7041424363520
2018,4,19,19,fra,2,7045452202496
2018,4,19,20,fra,2,7045846345216
2018,4,19,21,fra,2,7073960026112
2018,4,19,22,fra,2,7046514594304
2018,4,19,23,fra,2,7028000706560
2018,4,20,0,fra,2,7049689960960
2018,4,20,1,fra,2,7048979317248
2018,4,20,2,fra,2,7047200827904
2018,4,20,3,fra,2,7047078476800
2018,4,20,4,fra,2,7045569120768
2018,4,20,5,fra,2,7046018822144
2018,4,20,6,fra,2,7049506743296
2018,4,20,7,fra,2,7049640174080
2018,4,20,8,fra,2,7045220490752
2018,4,20,9,fra,2,7045485839872
2018,4,20,10,fra,2,7044331684352
2018,4,20,11,fra,2,7040920944128
2018,4,20,12,fra,2,7031108593152
2018,4,20,13,fra,2,7046793354752
2018,4,20,14,fra,2,7055103270912
2018,4,20,15,fra,2,7045102874624
2018,4,20,16,fra,2,7053817560064
2018,4,20,17,fra,2,7046967987712
2018,4,20,18,fra,2,7055355257856
2018,4,20,19,fra,2,7048660322304
2018,4,20,20,fra,2,7057050159616
2018,4,20,21,fra,2,7072302190592
2018,4,20,22,fra,2,7053223031296
2018,4,20,23,fra,2,7048164309504
2018,4,21,0,fra,2,7056556726272
2018,4,21,1,fra,2,7028700969984
2018,4,21,2,fra,2,7053709005312
2018,4,21,3,fra,2,7045883889152
2018,4,21,4,fra,2,7058189806592
2018,4,21,5,fra,2,7050603675648
2018,4,21,6,fra,2,7056296376832
2018,4,21,7,fra,2,7048996569088
2018,4,21,8,fra,2,7057397654528
2018,4,21,9,fra,2,7049782406656
2018,4,21,10,fra,2,7057221543424
2018,4,21,11,fra,2,7050147445760
2018,4,21,12,fra,2,7062071255040
2018,4,21,13,fra,2,7059621567488
2018,4,21,14,fra,2,7065344954368
2018,4,21,15,fra,2,7059822064640
2018,4,21,16,fra,2,7068317308928
2018,4,21,17,fra,2,7062623766528
2018,4,21,18,fra,2,7071113463808
2018,4,21,19,fra,2,7064146999296
2018,4,21,20,fra,2,7072612610560
2018,4,21,21,fra,2,7082682572800
2018,4,21,22,fra,2,7063696965632
2018,4,21,23,fra,2,7059135335424
2018,4,22,0,fra,2,7067427109376
2018,4,22,1,fra,2,7054475131904
2018,4,22,2,fra,2,7063975907328
2018,4,22,3,fra,2,7056366586880
2018,4,22,4,fra,2,7063365834752
2018,4,22,5,fra,2,7056044430336
2018,4,22,6,fra,2,7066574104576
2018,4,22,7,fra,2,7076785135104
2018,4,22,8,fra,2,7088202035712
2018,4,22,9,fra,2,7081382417408
2018,4,22,10,fra,2,7090237186560
2018,4,22,11,fra,2,7082211279360
2018,4,22,12,fra,2,7090473509376
2018,4,22,13,fra,2,7083195956736
2018,4,22,14,fra,2,7085335750656
2018,4,22,15,fra,2,7080607073792
2018,4,22,16,fra,2,7089100737536
2018,4,22,17,fra,2,7083333691904
2018,4,22,18,fra,2,7091612915712
2018,4,22,19,fra,2,7084356070400
2018,4,22,20,fra,2,7092731754496
2018,4,22,21,fra,2,7114243603456
2018,4,22,22,fra,2,7092100898816
2018,4,22,23,fra,2,7083032779776
2018,4,23,0,fra,2,7091258363904
2018,4,23,1,fra,2,7089284848640
2018,4,23,2,fra,2,7097390437376
2018,4,23,3,fra,2,7080696331264
2018,4,23,4,fra,2,7093166419968
2018,4,23,5,fra,2,7086239930880
2018,4,23,6,fra,2,7093540735488
2018,4,23,7,fra,2,7085809048576
2018,4,23,8,fra,2,7096790404096
2018,4,23,9,fra,2,7100750066176
2018,4,23,10,fra,2,7102249745920
2018,4,23,11,fra,2,7103085885440
2018,4,23,12,fra,2,7109664880128
2018,4,23,13,fra,2,7110007339520
