year,month,day,time,region,ad,Total_Bytes
2018,5,7,22,iad,3,31812410843136
2018,5,7,23,iad,3,31812647463936
2018,5,8,0,iad,3,31812327340032
2018,5,8,1,iad,3,31814466768896
2018,5,8,2,iad,3,31820242888704
2018,5,8,3,iad,3,31825872425984
2018,5,8,4,iad,3,31826341191168
2018,5,8,5,iad,3,31826103565312
2018,5,8,6,iad,3,31824110177280
2018,5,8,7,iad,3,31834553129472
2018,5,8,8,iad,3,31835218648064
2018,5,8,9,iad,3,31838962198016
2018,5,8,10,iad,3,31839318605824
2018,5,8,11,iad,3,31838682592768
2018,5,8,12,iad,3,31838927345664
2018,5,8,13,iad,3,31838703135744
2018,5,8,14,iad,3,31838988142592
2018,5,8,15,iad,3,31842773218816
2018,5,8,16,iad,3,32321737391104
2018,5,8,17,iad,3,32930800591872
2018,5,8,18,iad,3,33634577300480
2018,5,8,19,iad,3,34340347664896
2018,5,8,20,iad,3,35113187858944
2018,5,8,21,iad,3,35877801139200
2018,5,8,22,iad,3,36895745796096
2018,5,8,23,iad,3,37574598312448
2018,5,9,0,iad,3,38450394699776
2018,5,9,1,iad,3,39314805131776
2018,5,9,2,iad,3,40178429213184
2018,5,9,3,iad,3,41044265920000
2018,5,9,4,iad,3,42004303000576
2018,5,9,5,iad,3,42609260916224
2018,5,9,6,iad,3,43091103240704
2018,5,9,7,iad,3,43507756191744
2018,5,9,8,iad,3,44073321768960
2018,5,9,9,iad,3,44695952600064
2018,5,9,10,iad,3,45262746947072
2018,5,9,11,iad,3,45861888073216
2018,5,9,12,iad,3,46584832540672
2018,5,9,13,iad,3,47326514819072
2018,5,9,14,iad,3,48125340620800
2018,5,9,15,iad,3,48930063075328
2018,5,9,16,iad,3,46326198577664
2018,5,9,17,iad,3,46551605410816
2018,5,9,18,iad,3,46770094285312
2018,5,9,19,iad,3,46850700258816
2018,5,9,20,iad,3,46938790110720
2018,5,9,21,iad,3,47041784564736
2018,5,9,22,iad,3,47166459823616
2018,5,9,23,iad,3,47235640463360
2018,5,10,0,iad,3,47362172158976
2018,5,10,1,iad,3,47476743997440
2018,5,10,2,iad,3,47603175311872
2018,5,10,3,iad,3,47718584906752
2018,5,10,4,iad,3,47882605932032
2018,5,10,5,iad,3,48003420234752
2018,5,10,6,iad,3,48099903096832
2018,5,10,7,iad,3,48294101359104
2018,5,10,8,iad,3,48397355866624
2018,5,10,9,iad,3,48491540970496
2018,5,10,10,iad,3,48575050671104
2018,5,10,11,iad,3,48666523431936
2018,5,10,12,iad,3,48778516247552
2018,5,10,13,iad,3,48898065977856
2018,5,10,14,iad,3,48920548069376
2018,5,10,15,iad,3,48955494824960
2018,5,10,16,iad,3,48978814595072
2018,5,10,17,iad,3,49091948062208
2018,5,10,18,iad,3,49422882984960
2018,5,10,20,iad,3,49953562298368
2018,5,10,21,iad,3,50384242483712
2018,5,10,22,iad,3,50681062571008
2018,5,10,23,iad,3,50904737222144
2018,5,11,0,iad,3,51135944902144
2018,5,11,1,iad,3,51368018885120
2018,5,11,2,iad,3,51654009502720
2018,5,11,3,iad,3,51804359312384
2018,5,11,4,iad,3,52046924792832
2018,5,11,5,iad,3,52282812745216
2018,5,11,6,iad,3,52478491548160
2018,5,11,7,iad,3,52674122097152
2018,5,11,8,iad,3,52870284409856
2018,5,11,9,iad,3,53065423572992
2018,5,11,10,iad,3,53261108424704
2018,5,11,11,iad,3,53459454422016
2018,5,11,12,iad,3,53657996822016
2018,5,11,13,iad,3,53850384380928
2018,5,11,14,iad,3,54043778228736
2018,5,11,15,iad,3,54091705127936
2018,5,11,16,iad,3,54135047033344
2018,5,11,17,iad,3,54207405742080
2018,5,11,18,iad,3,54248781394432
2018,5,11,19,iad,3,54282158180352
2018,5,11,20,iad,3,54309137682432
2018,5,11,21,iad,3,54356324443648
2018,5,11,22,iad,3,54400883661312
2018,5,11,23,iad,3,54436487522304
2018,5,12,0,iad,3,49646824251392
2018,5,12,1,iad,3,45898142652928
2018,5,12,2,iad,3,41517744712192
2018,5,12,3,iad,3,40711214145024
2018,5,12,4,iad,3,40728295405568
2018,5,12,5,iad,3,40833662039040
2018,5,12,6,iad,3,40869069579264
2018,5,12,7,iad,3,40882756722176
2018,5,12,8,iad,3,40910464732672
2018,5,12,9,iad,3,40909959012352
2018,5,12,10,iad,3,40910219182080
2018,5,12,11,iad,3,40910303471616
2018,5,12,12,iad,3,41221871772160
2018,5,12,13,iad,3,41745468899840
2018,5,12,14,iad,3,42253140255744
2018,5,12,15,iad,3,42769195590656
2018,5,12,16,iad,3,42993618661376
2018,5,12,17,iad,3,43597946150400
2018,5,12,18,iad,3,43922791850496
2018,5,12,19,iad,3,44272706511872
2018,5,12,20,iad,3,44536395942912
2018,5,12,21,iad,3,45042303674368
2018,5,12,22,iad,3,45162268198912
2018,5,12,23,iad,3,45162519804416
2018,5,13,0,iad,3,45170423774208
2018,5,13,1,iad,3,45170675213824
2018,5,13,2,iad,3,45184339223552
2018,5,13,3,iad,3,45184594259968
2018,5,13,4,iad,3,45158830226944
2018,5,13,5,iad,3,45250378466304
2018,5,13,6,iad,3,45251189707776
2018,5,13,7,iad,3,45254338805248
2018,5,13,8,iad,3,45255691430400
2018,5,13,9,iad,3,45255718260736
2018,5,13,10,iad,3,45255976922112
2018,5,13,11,iad,3,45256649404416
2018,5,13,12,iad,3,45256904527360
2018,5,13,13,iad,3,45259756411392
2018,5,13,14,iad,3,45259995574272
2018,5,13,15,iad,3,45257639406592
2018,5,13,16,iad,3,45257889520640
2018,5,13,17,iad,3,45245866869760
2018,5,13,18,iad,3,45256599058944
2018,5,13,19,iad,3,45257173922304
2018,5,13,20,iad,3,45259104129024
2018,5,13,21,iad,3,45259355368448
2018,5,13,22,iad,3,45263478058496
2018,5,13,23,iad,3,45263721444864
2018,5,14,0,iad,3,45268246306816
2018,5,14,1,iad,3,45268978309120
2018,5,14,2,iad,3,45268367620096
2018,5,14,3,iad,3,45269053993472
2018,5,14,4,iad,3,45280702865408
2018,5,14,5,iad,3,45544564984320
2018,5,14,6,iad,3,45788349940736
2018,5,14,7,iad,3,46080257636864
2018,5,14,8,iad,3,46348940310016
2018,5,14,9,iad,3,46619224062976
2018,5,14,10,iad,3,46880903906304
2018,5,14,11,iad,3,47143211828736
2018,5,14,12,iad,3,47414247838208
2018,5,14,13,iad,3,47682553040896
2018,5,14,14,iad,3,47942887690240
2018,5,14,15,iad,3,48154571604992
2018,5,14,16,iad,3,48372160604160
2018,5,14,17,iad,3,48587565280256
2018,5,14,18,iad,3,48830128803328
2018,5,14,19,iad,3,49024693101056
2018,5,14,20,iad,3,48635720150016
2018,5,14,21,iad,3,48888234728960
2018,5,14,22,iad,3,49175654162944
2018,5,14,23,iad,3,49408580920832
2018,5,15,0,iad,3,49598076851200
2018,5,15,1,iad,3,49593545286144
2018,5,15,2,iad,3,49546964873216
2018,5,15,3,iad,3,49556551505920
2018,5,15,4,iad,3,49573807911424
2018,5,15,5,iad,3,49577643727360
2018,5,15,6,iad,3,49577972997632
2018,5,15,7,iad,3,49576887372800
2018,5,15,8,iad,3,49576776077824
2018,5,15,9,iad,3,49579394117120
2018,5,15,10,iad,3,49580598946816
2018,5,15,11,iad,3,49574508165120
2018,5,15,12,iad,3,49574758305792
2018,5,15,13,iad,3,49577625172480
2018,5,15,14,iad,3,49552874675200
2018,5,15,15,iad,3,49598690848256
2018,5,15,16,iad,3,49707861143040
2018,5,15,17,iad,3,49750983960064
2018,5,15,18,iad,3,49759291436544
2018,5,15,19,iad,3,49779828707328
2018,5,15,20,iad,3,49784928884224
2018,5,15,21,iad,3,49784951340544
2018,5,15,22,iad,3,49788645335552
2018,5,15,23,iad,3,49830067462656
2018,5,16,0,iad,3,49798339446784
2018,5,16,1,iad,3,49782086016000
2018,5,16,2,iad,3,49824792919552
2018,5,16,3,iad,3,49849381403136
2018,5,16,4,iad,3,49883249244160
2018,5,16,5,iad,3,49934407850496
2018,5,16,6,iad,3,49974751003136
2018,5,16,7,iad,3,50037792193536
2018,5,16,8,iad,3,50082868239872
2018,5,16,9,iad,3,50123707547648
2018,5,16,10,iad,3,50174162200064
2018,5,16,11,iad,3,50210187582976
2018,5,16,12,iad,3,50246092886528
2018,5,16,13,iad,3,50291173262336
2018,5,16,14,iad,3,50328267014656
2018,5,16,15,iad,3,50359868232192
2018,5,16,16,iad,3,50366850382848
2018,5,16,17,iad,3,50492753766400
2018,5,16,18,iad,3,50539583948288
2018,5,16,19,iad,3,50575815523840
2018,5,16,20,iad,3,50609008436736
2018,5,16,21,iad,3,50691379815424
2018,5,16,22,iad,3,50692847311872
2018,5,16,23,iad,3,50807520967680
2018,5,17,0,iad,3,50828217009664
2018,5,17,1,iad,3,50931907325952
2018,5,17,2,iad,3,50985574182912
2018,5,17,3,iad,3,51033174593536
2018,5,17,4,iad,3,51098721134592
2018,5,17,5,iad,3,51120512679936
2018,5,17,6,iad,3,51147853196288
2018,5,17,7,iad,3,51216628390400
2018,5,17,8,iad,3,51322618115584
2018,5,17,9,iad,3,51380188202496
2018,5,17,10,iad,3,51397070889472
2018,5,17,11,iad,3,51399243111936
2018,5,17,12,iad,3,51395608540672
2018,5,17,13,iad,3,51385124361216
2018,5,17,14,iad,3,51413709941248
2018,5,17,15,iad,3,51475012858368
2018,5,17,16,iad,3,51481534020608
2018,5,17,17,iad,3,51484720181248
2018,5,17,18,iad,3,51514517787648
2018,5,17,19,iad,3,51568105339392
2018,5,17,20,iad,3,51664558523904
2018,5,17,21,iad,3,51806245401600
2018,5,17,22,iad,3,51901351167488
2018,5,17,23,iad,3,52152850392064
2018,5,18,0,iad,3,52388401559040
2018,5,18,1,iad,3,52509135667200
2018,5,18,2,iad,3,52465874227712
2018,5,18,3,iad,3,52525323104768
2018,5,18,4,iad,3,52657253540864
2018,5,18,5,iad,3,52746875578880
2018,5,18,6,iad,3,52763766808576
2018,5,18,7,iad,3,52845055889920
2018,5,18,8,iad,3,52911823682560
2018,5,18,9,iad,3,52927419144192
2018,5,18,10,iad,3,52948263843840
2018,5,18,11,iad,3,52978180558848
2018,5,18,12,iad,3,52975999163904
2018,5,18,13,iad,3,52974119846400
2018,5,18,14,iad,3,52979117212672
2018,5,18,15,iad,3,52978327226368
2018,5,18,16,iad,3,53004188899840
2018,5,18,17,iad,3,53131244580352
2018,5,18,18,iad,3,53307248187392
2018,5,18,19,iad,3,53302405657600
2018,5,18,20,iad,3,53331002062336
2018,5,18,21,iad,3,53405996129280
2018,5,18,22,iad,3,53385632099840
2018,5,18,23,iad,3,53694317223936
2018,5,19,0,iad,3,54163824553472
2018,5,19,1,iad,3,54380500177920
2018,5,19,2,iad,3,54600269033472
2018,5,19,3,iad,3,54935223294976
2018,5,19,4,iad,3,55202217265152
2018,5,19,5,iad,3,55400075104768
2018,5,19,6,iad,3,55618183222784
2018,5,19,7,iad,3,55843002523136
2018,5,19,8,iad,3,55912710168576
2018,5,19,9,iad,3,55928214162432
2018,5,19,10,iad,3,55928078728192
2018,5,19,11,iad,3,55930674366464
2018,5,19,12,iad,3,55930529353728
2018,5,19,13,iad,3,55930817947136
2018,5,19,14,iad,3,55338316054016
2018,5,19,15,iad,3,55575180456960
2018,5,19,16,iad,3,55747486504960
2018,5,19,17,iad,3,55789958484992
2018,5,19,18,iad,3,55789773346816
2018,5,19,19,iad,3,55784361556480
2018,5,19,20,iad,3,55784191584256
2018,5,19,21,iad,3,55766748615168
2018,5,19,22,iad,3,55785030776320
2018,5,19,23,iad,3,55784902621696
2018,5,20,0,iad,3,55788919555584
2018,5,20,1,iad,3,55788736986112
2018,5,20,2,iad,3,55793131951616
2018,5,20,3,iad,3,55792971341824
2018,5,20,4,iad,3,55790943508992
2018,5,20,5,iad,3,55790785377792
2018,5,20,6,iad,3,55785740320768
2018,5,20,7,iad,3,55785575143936
2018,5,20,8,iad,3,55776423313408
2018,5,20,9,iad,3,55782116922368
2018,5,20,10,iad,3,55781964720128
2018,5,20,11,iad,3,55779302105600
2018,5,20,12,iad,3,55779109899776
2018,5,20,13,iad,3,55786442716160
2018,5,20,14,iad,3,55786324491264
2018,5,20,15,iad,3,55821569602048
2018,5,20,16,iad,3,55938969056256
2018,5,20,17,iad,3,55937809402880
2018,5,20,18,iad,3,55938566262272
2018,5,20,19,iad,3,55936890586112
2018,5,20,20,iad,3,55936734513152
2018,5,20,21,iad,3,55927114556416
2018,5,20,22,iad,3,55938397699584
2018,5,20,23,iad,3,55938229205504
2018,5,21,0,iad,3,55935118573056
2018,5,21,1,iad,3,55956192169472
2018,5,21,2,iad,3,56094919009792
2018,5,21,3,iad,3,55922016842752
2018,5,21,4,iad,3,55932606132224
2018,5,21,5,iad,3,55940130355200
2018,5,21,6,iad,3,55946745256448
2018,5,21,7,iad,3,55949241562112
2018,5,21,8,iad,3,55952514674176
2018,5,21,9,iad,3,55969267108352
2018,5,21,10,iad,3,55967901847040
2018,5,21,11,iad,3,55988834395648
2018,5,21,12,iad,3,56011041750528
2018,5,21,13,iad,3,56037818507264
2018,5,21,14,iad,3,56053914506752
2018,5,21,15,iad,3,56080178963968
2018,5,21,16,iad,3,56118546176000
2018,5,21,17,iad,3,56134346935808
2018,5,21,18,iad,3,56184256997888
2018,5,21,19,iad,3,56404915090432
2018,5,21,20,iad,3,56549084650496
2018,5,21,21,iad,3,56872213780992
2018,5,21,22,iad,3,57333378147840
2018,5,21,23,iad,3,57781151301632
2018,5,22,0,iad,3,57905356281856
2018,5,22,1,iad,3,57940384133632
2018,5,22,2,iad,3,57996374109184
2018,5,22,3,iad,3,58025273446400
2018,5,22,4,iad,3,58062258938880
2018,5,22,5,iad,3,57545995121664
2018,5,22,6,iad,3,57592697931776
2018,5,22,7,iad,3,57592812870144
2018,5,22,8,iad,3,57594328660480
2018,5,22,9,iad,3,57590464250368
2018,5,22,10,iad,3,57591326294016
2018,5,22,11,iad,3,57595245839872
2018,5,22,12,iad,3,57595879703552
2018,5,22,13,iad,3,57587560452096
2018,5,22,14,iad,3,57588050236928
2018,5,22,15,iad,3,57602238236160
2018,5,22,16,iad,3,57609131027456
2018,5,22,17,iad,3,57590432656384
2018,5,22,18,iad,3,56911351227392
2018,5,22,19,iad,3,57052010232320
2018,5,22,20,iad,3,57030706426880
2018,5,22,21,iad,3,56972220869632
2018,5,22,22,iad,3,56868831985664
2018,5,22,23,iad,3,56876832258048
2018,5,23,0,iad,3,56881423034880
2018,5,23,1,iad,3,56882069416448
2018,5,23,2,iad,3,56875819528704
2018,5,23,3,iad,3,56919388719104
2018,5,23,4,iad,3,57059456556544
2018,5,23,5,iad,3,57068348968960
2018,5,23,6,iad,3,57157887071744
2018,5,23,7,iad,3,57161566291968
2018,5,23,8,iad,3,57162341729280
2018,5,23,9,iad,3,57165245158400
2018,5,23,10,iad,3,57165870437888
2018,5,23,11,iad,3,57169090324480
2018,5,23,12,iad,3,57181407845888
2018,5,23,13,iad,3,57179848423424
2018,5,23,14,iad,3,57523739245056
2018,5,23,15,iad,3,57696099810304
2018,5,23,16,iad,3,57697704339968
2018,5,23,17,iad,3,46858580358144
2018,5,23,18,iad,3,47111245708800
2018,5,23,19,iad,3,47143645870080
2018,5,23,20,iad,3,47186905392640
2018,5,23,21,iad,3,47145354033152
2018,5,23,22,iad,3,47144138201088
2018,5,23,23,iad,3,47144555347968
2018,5,24,0,iad,3,47138723777536
2018,5,24,1,iad,3,47139195908096
2018,5,24,2,iad,3,47143578475520
2018,5,24,3,iad,3,47148381312512
2018,5,24,4,iad,3,47148928461824
2018,5,24,5,iad,3,47150410923008
2018,5,24,6,iad,3,47238565788672
2018,5,24,7,iad,3,48404839653376
2018,5,24,8,iad,3,48490956328448
2018,5,24,9,iad,3,48492582861312
2018,5,24,10,iad,3,48493156196864
2018,5,24,11,iad,3,48496243768320
2018,5,24,12,iad,3,48496789753856
2018,5,24,13,iad,3,48499040771072
2018,5,24,14,iad,3,48499410782720
2018,5,24,15,iad,3,48604607302144
2018,5,24,16,iad,3,48737546677248
2018,5,24,17,iad,3,48769674023936
2018,5,24,18,iad,3,48806659932160
2018,5,24,19,iad,3,48803175745024
2018,5,24,20,iad,3,48807441876992
2018,5,24,21,iad,3,48842347512320
2018,5,24,22,iad,3,49030323772416
2018,5,24,23,iad,3,49030221348864
2018,5,25,0,iad,3,49030339493376
2018,5,25,1,iad,3,49032993305088
2018,5,25,2,iad,3,49071046167040
2018,5,25,3,iad,3,49260997805568
2018,5,25,4,iad,3,49103001497088
2018,5,25,5,iad,3,49141772014592
2018,5,25,6,iad,3,49148441982976
2018,5,25,7,iad,3,49159585039360
2018,5,25,8,iad,3,49174332106240
2018,5,25,9,iad,3,49186569564672
2018,5,25,10,iad,3,49198209182208
2018,5,25,11,iad,3,49208081014784
2018,5,25,12,iad,3,49239610945024
2018,5,25,13,iad,3,48694703270400
2018,5,25,14,iad,3,47383476434944
2018,5,25,15,iad,3,47413790952960
2018,5,25,16,iad,3,47419561666560
2018,5,25,17,iad,3,47478820199936
2018,5,25,18,iad,3,47505824291840
2018,5,25,19,iad,3,47735506944000
2018,5,25,20,iad,3,47939497213952
2018,5,25,21,iad,3,48175106080256
2018,5,25,22,iad,3,48471815311360
2018,5,25,23,iad,3,48777917841408
2018,5,26,0,iad,3,49337685151232
2018,5,26,1,iad,3,49610890008064
2018,5,26,2,iad,3,49845821535744
2018,5,26,3,iad,3,50107837248000
2018,5,26,4,iad,3,50357465184256
2018,5,26,5,iad,3,50593778897920
2018,5,26,6,iad,3,50993868670464
2018,5,26,7,iad,3,51506504477184
2018,5,26,8,iad,3,51771358072832
2018,5,26,9,iad,3,52009951466496
2018,5,26,10,iad,3,52258295855616
2018,5,26,11,iad,3,52490518779904
2018,5,26,12,iad,3,52733697755136
2018,5,26,13,iad,3,52986981861888
2018,5,26,14,iad,3,53219356073472
2018,5,26,15,iad,3,53457023075840
2018,5,26,16,iad,3,53695086345728
2018,5,26,17,iad,3,53936830089216
2018,5,26,18,iad,3,54189472233472
2018,5,26,19,iad,3,54460387611136
2018,5,26,20,iad,3,54798753425408
2018,5,26,21,iad,3,55051929569792
2018,5,26,22,iad,3,55101458058240
2018,5,26,23,iad,3,55102184877056
2018,5,27,0,iad,3,55105174342656
2018,5,27,1,iad,3,55105779118592
2018,5,27,2,iad,3,55105771040256
2018,5,27,3,iad,3,55104681443840
2018,5,27,4,iad,3,55104820410880
2018,5,27,5,iad,3,55094524534272
2018,5,27,6,iad,3,55105018353664
2018,5,27,7,iad,3,55106340175360
2018,5,27,8,iad,3,55105947272704
2018,5,27,9,iad,3,55110786250240
2018,5,27,10,iad,3,55118746838016
2018,5,27,11,iad,3,55123489161728
2018,5,27,12,iad,3,55131347255808
2018,5,27,13,iad,3,55136219841536
2018,5,27,14,iad,3,55145746483712
2018,5,27,15,iad,3,55150432022016
2018,5,27,16,iad,3,55149734583808
2018,5,27,17,iad,3,55155696016896
2018,5,27,18,iad,3,55152144393728
2018,5,27,19,iad,3,55169399947264
2018,5,27,20,iad,3,55169224193024
2018,5,27,21,iad,3,55166457814016
2018,5,27,22,iad,3,55166464664576
2018,5,27,23,iad,3,55169301640192
2018,5,28,0,iad,3,55169139738624
2018,5,28,1,iad,3,55159054285312
2018,5,28,2,iad,3,55159226708992
2018,5,28,3,iad,3,55165588157440
2018,5,28,4,iad,3,55165851312128
2018,5,28,5,iad,3,55158073805312
2018,5,28,6,iad,3,55167684182528
2018,5,28,7,iad,3,55167687778304
2018,5,28,8,iad,3,55165016935936
2018,5,28,9,iad,3,55165270730752
2018,5,28,10,iad,3,55165891428864
2018,5,28,11,iad,3,55166495019520
2018,5,28,12,iad,3,55171018624512
2018,5,28,13,iad,3,55170899596288
2018,5,28,14,iad,3,55161186385408
2018,5,28,15,iad,3,55161016764416
2018,5,28,16,iad,3,55162777847296
2018,5,28,17,iad,3,55162656387584
2018,5,28,18,iad,3,55168785172992
2018,5,28,19,iad,3,55172753581056
2018,5,28,20,iad,3,55174109661696
2018,5,28,21,iad,3,55174672187392
2018,5,28,22,iad,3,55175059278848
2018,5,28,23,iad,3,55179912528384
2018,5,29,0,iad,3,55179750586880
2018,5,29,1,iad,3,55169157226496
2018,5,29,2,iad,3,55173894138368
2018,5,29,3,iad,3,55185501400576
2018,5,29,4,iad,3,55190989857792
2018,5,29,5,iad,3,55192672337920
2018,5,29,6,iad,3,55197464148480
2018,5,29,7,iad,3,55201361710592
2018,5,29,8,iad,3,55216940858880
2018,5,29,9,iad,3,55221663037952
2018,5,29,10,iad,3,55228957705728
2018,5,29,11,iad,3,55231789359104
2018,5,29,12,iad,3,55226031448064
2018,5,29,13,iad,3,55224692691968
2018,5,29,14,iad,3,55230139261440
2018,5,29,15,iad,3,55233202222592
2018,5,29,16,iad,3,55235601223168
2018,5,29,17,iad,3,55241480237568
2018,5,29,18,iad,3,55268653473792
2018,5,29,19,iad,3,55577887821824
2018,5,29,20,iad,3,55587322802688
2018,5,29,21,iad,3,55602015380992
2018,5,29,22,iad,3,55599417450496
2018,5,29,23,iad,3,55761519066624
2018,5,30,0,iad,3,55871047345664
2018,5,30,1,iad,3,55895444389888
2018,5,30,2,iad,3,56086420451328
2018,5,30,3,iad,3,56936051236864
2018,5,30,4,iad,3,57728932139008
2018,5,30,5,iad,3,57949522944000
2018,5,30,6,iad,3,57902095509504
2018,5,30,7,iad,3,58044297772544
2018,5,30,8,iad,3,58179234854400
2018,5,30,9,iad,3,58277909581824
2018,5,30,10,iad,3,58423893158912
2018,5,30,11,iad,3,58544089572352
2018,5,30,12,iad,3,58563348432896
2018,5,30,13,iad,3,58576499721728
2018,5,30,14,iad,3,59299821640704
2018,5,30,15,iad,3,60368923365888
2018,5,30,16,iad,3,60473655685632
2018,5,30,17,iad,3,60495460152320
2018,5,30,18,iad,3,61172466014208
2018,5,30,19,iad,3,61383342752256
2018,5,30,20,iad,3,61549394526208
2018,5,30,21,iad,3,61790911655936
2018,5,30,22,iad,3,62343389038080
2018,5,30,23,iad,3,62840721542656
2018,5,31,0,iad,3,63017331236352
2018,5,31,1,iad,3,63186379908096
2018,5,31,2,iad,3,63365730892288
2018,5,31,3,iad,3,63633155631104
2018,5,31,4,iad,3,64030309766656
2018,5,31,5,iad,3,64048052204544
2018,5,31,6,iad,3,63998887949824
2018,5,31,7,iad,3,63754720425984
2018,5,31,8,iad,3,63777390661120
2018,5,31,9,iad,3,63815099639808
2018,5,31,10,iad,3,63894855591424
2018,5,31,11,iad,3,63905650763776
2018,5,31,12,iad,3,63928313937920
2018,5,31,13,iad,3,63954538735104
2018,5,31,14,iad,3,63990645693952
2018,5,31,15,iad,3,64013054544384
2018,5,31,16,iad,3,64034902396416
2018,5,31,17,iad,3,64058139485184
2018,5,31,18,iad,3,64148646091264
2018,5,31,19,iad,3,64199531826176
2018,5,31,20,iad,3,64220465012224
2018,5,31,21,iad,3,64312711799808
2018,5,31,22,iad,3,64333826164224
2018,5,31,23,iad,3,64356184629248
2018,6,1,0,iad,3,64379893025280
2018,6,1,1,iad,3,64375237795328
2018,6,1,2,iad,3,64428612941312
2018,6,1,3,iad,3,64571302578176
2018,6,1,4,iad,3,64568600049664
2018,6,1,5,iad,3,64570608309760
2018,6,1,6,iad,3,64610307198464
2018,6,1,7,iad,3,64634013079552
2018,6,1,8,iad,3,64657972797952
2018,6,1,9,iad,3,64682209419776
2018,6,1,10,iad,3,64706919279616
2018,6,1,11,iad,3,64730307229696
2018,6,1,12,iad,3,64750330531328
2018,6,1,13,iad,3,65061029101568
2018,6,1,14,iad,3,65310186719744
2018,6,1,15,iad,3,65332648528384
2018,6,1,16,iad,3,65350447829504
2018,6,1,17,iad,3,65380917063680
2018,6,1,18,iad,3,65471387352576
2018,6,1,19,iad,3,65491781949952
2018,6,1,20,iad,3,65512918383104
2018,6,1,21,iad,3,65565645007360
2018,6,1,22,iad,3,65599200845312
2018,6,1,23,iad,3,65657164984320
2018,6,2,0,iad,3,65678486579200
2018,6,2,1,iad,3,65772709743616
2018,6,2,2,iad,3,65794281181184
2018,6,2,3,iad,3,65811201376768
2018,6,2,4,iad,3,65838362666496
2018,6,2,5,iad,3,65860857897984
2018,6,2,6,iad,3,65885349467136
2018,6,2,7,iad,3,65907339785728
2018,6,2,8,iad,3,65921325127168
2018,6,2,9,iad,3,65935272875520
2018,6,2,10,iad,3,66095449770496
2018,6,2,11,iad,3,66063792792064
2018,6,2,12,iad,3,66083585160192
2018,6,2,13,iad,3,66099079401984
2018,6,2,14,iad,3,66121277250560
2018,6,2,15,iad,3,66137635456512
2018,6,2,16,iad,3,66129489080320
2018,6,2,17,iad,3,66167366143488
2018,6,2,18,iad,3,66182053616128
2018,6,2,19,iad,3,66195258997248
2018,6,2,20,iad,3,66209869537792
2018,6,2,21,iad,3,66232815790592
2018,6,2,22,iad,3,66247211436032
2018,6,2,23,iad,3,66305719337472
2018,6,3,0,iad,3,66276632442880
2018,6,3,1,iad,3,66293426871296
2018,6,3,2,iad,3,66308931604992
2018,6,3,3,iad,3,66309212894208
2018,6,3,4,iad,3,66335697862656
2018,6,3,5,iad,3,66348689873920
2018,6,3,6,iad,3,66365852853760
2018,6,3,7,iad,3,66380725758464
2018,6,3,8,iad,3,66393012048384
2018,6,3,9,iad,3,66407491233280
2018,6,3,10,iad,3,66428065753600
2018,6,3,11,iad,3,66442408342016
2018,6,3,12,iad,3,66452445073920
2018,6,3,13,iad,3,66467822253056
2018,6,3,14,iad,3,66480001083904
2018,6,3,15,iad,3,66499464477184
2018,6,3,16,iad,3,66513278868992
2018,6,3,17,iad,3,66512613232640
2018,6,3,18,iad,3,66513869222400
2018,6,3,19,iad,3,66511793107968
2018,6,3,20,iad,3,66511648451072
2018,6,3,21,iad,3,66508073555456
2018,6,3,22,iad,3,66508062045696
2018,6,3,23,iad,3,66512603040256
2018,6,4,0,iad,3,66513667528192
2018,6,4,1,iad,3,66512786590720
2018,6,4,2,iad,3,65811241330688
2018,6,4,3,iad,3,66945792634368
2018,6,4,4,iad,3,67047564876800
2018,6,4,5,iad,3,66744315302912
2018,6,4,6,iad,3,66548389238272
2018,6,4,7,iad,3,66548375281152
2018,6,4,8,iad,3,66541509599232
2018,6,4,9,iad,3,66539251466240
2018,6,4,10,iad,3,66671653208064
2018,6,4,11,iad,3,66909823069184
2018,6,4,12,iad,3,66896785562624
2018,6,4,13,iad,3,66909498001920
2018,6,4,14,iad,3,66908533484032
2018,6,4,15,iad,3,66913823870464
2018,6,4,16,iad,3,66928651383808
2018,6,4,17,iad,3,66936597409280
2018,6,4,18,iad,3,66956007331328
2018,6,4,19,iad,3,66959762373632
2018,6,4,20,iad,3,66973424797184
2018,6,4,21,iad,3,66980167314944
2018,6,4,22,iad,3,66989750929408
2018,6,4,23,iad,3,66990313016832
2018,6,5,0,iad,3,66991523443200
2018,6,5,1,iad,3,66992742946816
2018,6,5,2,iad,3,66993848702976
2018,6,5,3,iad,3,66974852054016
2018,6,5,4,iad,3,66994859188736
2018,6,5,5,iad,3,66917043158016
2018,6,5,6,iad,3,66928948066304
2018,6,5,7,iad,3,66949291843072
2018,6,5,8,iad,3,66970680534528
2018,6,5,9,iad,3,67023698823168
2018,6,5,10,iad,3,67175700423168
2018,6,5,11,iad,3,67518080165888
2018,6,5,12,iad,3,67707351625216
2018,6,5,13,iad,3,67728872836608
2018,6,5,14,iad,3,67742627491328
2018,6,5,15,iad,3,67809413531136
2018,6,5,16,iad,3,67928312474624
2018,6,5,17,iad,3,68031974186496
2018,6,5,18,iad,3,68104707645440
2018,6,5,19,iad,3,67759717543936
2018,6,5,20,iad,3,67868532600832
2018,6,5,21,iad,3,67968434990592
2018,6,5,22,iad,3,68022585381376
2018,6,5,23,iad,3,68330487377408
2018,6,6,0,iad,3,68471717526016
